idx,Bstart [%],Bend [%],Vload [CV],Yield [%],Purity [%],Prod [g/(l*CV)],tretA [CV],tretBC [CV],tretD [CV],peakwidthA [CV],peakwidthBC [CV],peakwidthD [CV],assymetryA [-],assymetryBC [-],assymetryD [-],poolVolume [CV],poolConcBC [g/l],poolConcSalt [M],cut1 [CV],cut2 [CV]
837,2.0,44.0,2.0,98.7,95.0,0.12,53.83,45.92,38.77,0.45,4.53,4.88,2.41,1.35,1.04,11.19,0.58,0.16,42.54,53.73
838,36.1,0.3,8.4,43.37,95.0,0.2,60.36,60.29,12.93,0.45,0.34,1.89,2.85,2.23,1.67,43.31,0.28,0.1,16.98,60.28
839,42.8,78.7,4.3,0.39,99.0,0.01,13.65,8.36,8.6,4.88,2.54,1.98,1.19,1.55,1.35,0.61,0.09,0.14,6.06,6.67
840,14.2,66.2,5.2,93.05,95.0,0.44,38.39,28.26,23.43,4.59,4.67,4.2,1.15,1.81,1.29,10.09,1.59,0.16,26.58,36.68
841,21.1,33.9,4.4,99.41,95.0,0.26,56.36,40.51,23.87,0.45,11.63,6.97,2.07,2.15,1.44,25.08,0.58,0.14,31.23,56.31
842,33.3,82.6,9.0,43.92,95.0,0.61,24.23,15.1,13.45,4.9,4.59,1.53,1.13,1.73,1.8,5.35,2.46,0.15,16.13,21.48
843,8.2,29.6,4.5,15.25,95.0,0.04,56.42,56.33,44.52,0.47,0.37,7.98,2.4,2.08,1.23,0.4,5.68,0.15,55.87,56.27
844,28.2,34.8,2.0,98.68,95.0,0.12,53.91,27.53,16.01,0.43,10.28,5.51,2.19,1.54,1.13,33.14,0.2,0.15,20.7,53.83
845,4.3,32.4,4.7,41.34,95.0,0.11,56.59,56.47,45.42,0.47,0.38,6.75,2.35,1.9,1.3,2.97,2.15,0.14,53.52,56.48
846,48.6,90.9,8.7,0.0,0.0,0.0,14.19,11.22,11.47,4.3,1.41,1.24,0.97,1.92,1.89,0,0.0,nan,0,0
847,48.7,96.2,6.2,1.59,99.0,0.04,11.81,9.01,9.37,3.98,1.6,1.48,1.02,1.58,1.73,0.17,1.93,0.13,8.13,8.3
848,40.6,6.0,6.8,16.91,95.0,0.15,58.71,10.99,10.87,0.42,3.62,1.91,2.69,2.77,1.76,10.68,0.36,0.13,15.48,26.16
849,30.5,29.7,5.8,93.31,95.0,0.31,57.66,20.55,14.37,0.43,10.39,3.62,2.09,2.45,1.24,39.84,0.45,0.14,17.75,57.59
850,47.6,48.1,6.5,1.09,99.0,0.03,13.48,9.41,9.81,6.04,1.8,1.58,1.19,1.66,1.46,0.29,0.81,0.13,8.28,8.57
851,15.0,34.3,8.9,98.21,95.0,0.47,60.76,60.63,29.65,0.45,18.52,7.79,2.54,0.01,1.94,21.6,1.33,0.14,39.13,60.74
852,1.4,18.9,6.8,0.0,0.0,0.0,58.78,58.72,58.69,0.47,0.39,0.29,2.23,2.14,1.6,0,0.0,nan,0,0
853,22.4,8.5,6.6,0.0,0.0,0.0,58.6,58.55,58.46,0.46,0.38,0.25,2.31,2.02,1.79,0,0.0,nan,0,0
854,18.6,58.1,4.2,96.51,95.0,0.36,39.59,27.46,21.32,5.37,5.26,4.57,1.22,1.63,1.2,12.8,1.05,0.16,24.9,37.71
855,26.5,56.5,4.0,89.76,95.0,0.37,34.4,20.2,15.31,6.33,5.71,3.77,1.16,1.71,1.2,13.61,0.88,0.16,18.35,31.96
856,5.7,18.1,8.9,0.0,0.0,0.0,60.86,60.81,60.74,0.47,0.39,0.28,2.42,2.08,1.76,0,0.0,nan,0,0
857,27.4,11.2,8.6,36.37,95.0,0.17,60.58,60.47,17.72,0.46,0.36,4.84,2.42,2.67,1.74,31.95,0.33,0.1,28.53,60.48
858,12.7,9.5,5.4,0.0,0.0,0.0,57.32,57.27,57.27,0.47,0.4,0.3,2.28,2.32,1.87,0,0.0,nan,0,0
859,12.6,48.9,5.6,99.35,95.0,0.37,51.05,36.65,28.58,5.75,6.27,5.42,1.17,2.12,1.4,15.78,1.16,0.16,33.25,49.03
860,11.3,57.3,1.2,96.05,95.0,0.1,41.72,32.59,26.53,4.77,4.17,4.45,1.06,1.26,1.07,9.85,0.39,0.16,29.98,39.84
861,25.7,58.8,0.9,86.6,95.0,0.09,31.94,20.49,15.04,5.75,4.89,4.3,0.95,1.23,1.15,10.77,0.24,0.16,18.58,29.35
862,20.4,7.3,4.5,0.0,0.0,0.0,56.41,56.38,56.3,0.47,0.39,0.28,2.72,2.03,1.93,0,0.0,nan,0,0
863,43.2,55.1,7.2,0.07,99.0,0.0,17.43,10.59,10.7,6.76,2.34,1.63,1.15,2.01,1.64,0.21,0.08,0.11,9.0,9.2
864,37.8,11.5,9.9,38.01,95.0,0.2,61.83,13.84,13.5,0.43,4.23,1.45,2.33,3.9,1.68,44.76,0.28,0.12,16.94,61.71
865,36.1,10.2,8.3,51.83,95.0,0.24,60.26,14.12,12.78,0.44,47.95,1.86,2.25,27.13,1.82,43.78,0.33,0.11,16.39,60.17
866,19.6,17.1,9.6,7.71,95.0,0.04,61.54,61.46,26.78,0.46,0.37,9.98,2.54,2.27,2.39,0.16,15.64,0.13,61.23,61.38
867,28.2,77.5,1.5,45.95,95.0,0.11,22.91,14.82,12.28,4.56,3.92,3.18,1.04,1.24,0.93,5.07,0.44,0.16,15.23,20.3
868,38.8,5.8,2.4,32.29,95.0,0.05,54.39,54.27,9.21,0.44,45.24,3.49,2.4,0.01,1.52,39.31,0.07,0.11,14.97,54.28
869,18.6,1.5,6.0,0.0,0.0,0.0,57.95,57.9,57.9,0.46,0.39,0.29,2.39,2.45,1.53,0,0.0,nan,0,0
870,10.7,30.0,7.1,60.3,95.0,0.24,59.04,58.9,39.27,0.47,0.38,8.76,2.22,2.41,1.56,7.19,1.97,0.13,51.77,58.96
871,21.3,88.9,6.2,79.59,95.0,0.62,28.05,20.02,17.18,3.98,4.11,2.79,1.27,1.68,1.0,7.24,2.27,0.16,19.28,26.52
872,43.6,56.3,9.2,0.0,0.0,0.0,18.51,12.19,12.29,6.61,2.02,1.35,1.21,2.21,1.61,0,0.0,nan,0,0
873,43.5,16.8,7.5,0.04,99.0,0.0,59.34,10.81,10.92,0.4,2.41,1.65,2.67,2.21,1.86,0.16,0.07,0.12,9.31,9.47
874,17.1,76.4,6.8,90.11,95.0,0.63,34.15,24.68,20.69,4.31,4.73,3.64,1.22,1.83,1.26,9.28,2.2,0.16,23.31,32.59
875,41.3,12.3,3.8,2.86,95.0,0.02,55.68,9.01,8.87,0.42,4.21,2.55,3.0,1.91,1.5,1.31,0.27,0.11,15.09,16.4
876,36.9,94.8,7.2,0.0,0.0,0.0,19.01,12.0,11.48,4.35,3.37,1.61,1.05,2.21,1.58,0,0.0,nan,0,0
877,2.2,60.4,1.1,86.49,95.0,0.08,42.73,35.44,30.96,4.15,3.61,3.88,1.05,1.19,1.07,6.97,0.45,0.17,34.0,40.98
878,27.4,80.3,1.2,43.12,95.0,0.09,22.43,15.02,12.23,4.38,3.77,3.2,1.11,1.07,1.16,4.55,0.38,0.16,15.38,19.94
879,46.3,67.5,2.6,3.71,99.0,0.06,10.63,6.2,6.83,4.93,2.34,2.08,1.09,1.53,1.48,0.76,0.43,0.15,4.36,5.12
880,9.7,44.7,8.4,99.65,98.0,0.51,60.2,41.55,32.32,0.45,8.22,6.23,2.17,3.07,1.74,16.42,1.69,0.15,38.09,54.51
881,29.1,11.4,0.3,0.0,0.0,0.0,52.29,52.21,21.04,0.47,0.39,13.03,2.06,2.38,1.49,0,0.0,nan,0,0
882,5.5,80.1,1.9,63.59,95.0,0.13,33.6,27.59,24.56,3.64,3.21,3.25,1.1,1.11,1.06,4.63,0.88,0.17,27.23,31.85
883,27.7,29.0,6.9,98.45,95.0,0.38,58.81,25.35,16.52,0.44,13.26,4.34,2.45,3.35,1.52,37.89,0.59,0.14,20.88,58.77
884,19.0,14.4,8.8,0.0,0.0,0.0,60.73,60.65,30.56,0.46,0.37,34.17,2.19,2.28,7.34,0,0.0,nan,0,0
885,26.9,69.0,8.1,86.22,95.0,0.79,31.36,19.0,15.66,5.4,5.72,2.6,1.25,2.28,1.3,11.44,2.02,0.16,17.94,29.38
886,47.4,1.4,3.5,3.55,99.0,0.07,55.37,6.9,7.55,0.4,2.47,2.2,2.9,1.55,1.45,0.63,0.65,0.14,5.23,5.86
887,7.5,50.2,8.7,98.99,95.0,0.55,54.16,39.89,32.42,5.43,7.18,5.69,1.21,2.74,1.65,15.15,1.89,0.16,37.19,52.34
888,40.0,3.5,1.9,22.69,95.0,0.03,53.86,53.74,8.68,0.44,46.9,3.58,2.11,0.01,1.28,38.97,0.04,0.1,14.76,53.73
889,40.9,68.0,4.0,0.06,99.0,0.0,15.84,8.68,8.68,5.66,3.03,2.14,1.07,1.72,1.51,0.45,0.02,0.13,5.89,6.34
890,23.8,15.8,8.5,15.93,95.0,0.07,60.43,60.31,21.42,0.47,0.37,7.16,1.99,2.45,1.95,14.31,0.31,0.1,45.96,60.27
891,19.7,87.3,6.1,81.54,95.0,0.6,29.13,21.12,18.02,3.97,4.1,2.96,1.28,1.63,1.16,7.37,2.25,0.17,20.26,27.63
892,3.8,32.9,2.2,17.69,95.0,0.02,54.19,54.07,45.81,0.47,0.38,6.27,2.07,2.22,1.12,0.74,1.78,0.15,53.29,54.03
893,44.7,58.9,0.5,3.2,99.0,0.02,10.71,5.08,5.75,5.65,2.97,2.52,1.18,1.23,1.31,1.11,0.05,0.16,2.3,3.41
894,8.5,36.1,4.7,93.96,95.0,0.26,56.64,56.5,38.61,0.46,6.92,6.69,2.41,0.04,1.3,11.08,1.33,0.15,45.52,56.61
895,28.9,38.8,3.6,95.19,95.0,0.25,55.41,22.13,14.74,0.42,8.64,4.39,2.36,1.9,1.31,27.72,0.41,0.15,18.6,46.32
896,0.3,57.9,3.4,89.5,95.0,0.22,46.48,38.13,33.62,4.25,3.94,4.03,1.15,1.41,1.13,8.2,1.23,0.17,36.64,44.84
897,1.0,45.9,9.9,98.97,95.0,0.55,61.66,46.25,38.7,0.45,7.55,6.0,2.14,2.93,1.87,15.03,2.15,0.16,43.67,58.7
898,2.3,14.6,6.7,0.0,0.0,0.0,58.7,58.65,58.67,0.47,0.4,0.31,2.36,2.32,1.51,0,0.0,nan,0,0
899,13.6,27.3,5.1,15.7,95.0,0.05,56.99,56.89,38.8,0.47,0.37,9.6,2.41,2.02,1.35,0.46,5.65,0.14,56.38,56.84
900,13.1,56.9,5.3,97.36,95.0,0.4,44.12,32.27,26.01,5.1,5.34,4.78,1.28,1.96,1.38,12.55,1.37,0.16,29.87,42.42
901,47.8,99.2,0.4,10.09,99.0,0.05,7.03,3.95,4.94,3.56,2.17,2.03,1.11,1.28,1.07,0.97,0.15,0.16,2.17,3.15
902,28.0,77.1,8.7,80.01,95.0,0.86,28.76,18.02,15.22,4.94,5.26,2.15,1.24,2.05,1.27,9.53,2.43,0.16,17.31,26.84
903,38.7,63.3,6.4,0.0,0.0,0.0,20.2,11.06,10.67,6.38,3.5,1.81,1.24,2.25,1.72,0,0.0,nan,0,0
904,18.1,28.2,8.0,78.0,95.0,0.34,59.91,59.79,27.69,0.46,0.37,8.46,2.28,2.0,1.9,17.54,1.17,0.13,42.31,59.86
905,43.6,93.9,6.8,0.18,99.0,0.0,14.77,10.19,10.31,4.36,2.09,1.58,1.03,1.71,1.7,0.26,0.15,0.13,8.65,8.92
906,15.2,76.3,7.4,91.15,95.0,0.66,35.52,26.01,21.97,4.26,4.83,3.75,1.29,2.09,1.38,9.36,2.39,0.16,24.69,34.05
907,25.4,63.5,3.6,85.92,95.0,0.35,31.35,19.8,15.43,5.44,4.95,3.64,1.11,1.47,1.11,10.83,0.94,0.16,18.3,29.12
908,27.5,40.6,0.7,97.78,95.0,0.05,52.51,26.38,15.93,0.43,7.88,5.54,2.15,1.16,1.11,24.33,0.09,0.15,20.49,44.82
909,16.9,32.3,9.9,96.5,95.0,0.51,61.79,61.66,27.08,0.45,0.37,7.71,2.45,2.12,2.09,24.07,1.31,0.14,37.7,61.77
910,24.1,36.7,2.5,99.89,95.0,0.15,54.39,33.91,20.19,0.44,9.38,6.22,2.11,1.62,1.12,28.85,0.29,0.15,25.47,54.32
911,11.7,34.9,1.4,75.69,95.0,0.07,53.36,53.22,37.26,0.47,0.38,6.95,2.57,2.29,0.97,7.95,0.45,0.15,45.36,53.31
912,0.4,87.1,4.6,65.7,95.0,0.3,35.39,29.25,26.86,3.41,3.25,2.77,1.04,1.36,0.97,4.76,2.1,0.16,28.99,33.75
913,22.3,56.9,3.1,95.19,95.0,0.28,37.16,24.48,18.34,5.75,5.27,4.45,1.13,1.46,1.17,13.13,0.74,0.16,21.85,34.98
914,8.4,6.6,3.1,0.0,0.0,0.0,55.07,55.01,55.07,0.48,0.41,0.38,2.09,2.27,1.78,0,0.0,nan,0,0
915,15.4,72.7,5.6,89.83,95.0,0.49,35.23,25.98,21.77,4.35,4.46,3.84,1.22,1.64,1.21,9.09,1.82,0.16,24.55,33.63
916,46.9,34.0,9.2,0.0,0.0,0.0,16.72,11.88,12.06,7.67,1.6,1.28,1.24,2.02,2.01,0,0.0,nan,0,0
917,29.2,8.0,1.9,0.0,0.0,0.0,53.84,53.78,19.96,0.47,0.38,11.2,2.37,2.09,1.44,0,0.0,nan,0,0
918,29.0,98.7,3.6,32.53,95.0,0.22,19.97,13.47,11.68,3.83,3.5,2.26,1.19,1.32,1.27,3.24,1.21,0.16,14.42,17.66
919,38.7,42.8,8.7,12.29,95.0,0.19,26.52,12.7,12.38,10.72,3.64,1.52,1.28,3.07,1.82,2.41,1.47,0.13,16.37,18.79
920,3.4,48.5,9.0,98.76,95.0,0.53,56.87,43.27,36.11,6.4,7.01,5.7,1.89,2.87,1.75,14.46,2.03,0.16,40.81,55.27
921,13.8,25.8,0.3,0.0,0.0,0.0,52.3,52.21,52.12,0.48,0.4,0.29,2.05,2.43,1.58,0,0.0,nan,0,0
922,8.2,26.8,7.1,10.98,95.0,0.04,59.03,58.92,45.31,0.47,0.37,9.43,1.95,2.2,1.64,0.16,15.97,0.14,58.69,58.85
923,10.9,40.0,2.1,99.8,95.0,0.13,53.96,45.7,34.14,0.45,5.79,6.07,2.37,1.32,1.27,14.71,0.47,0.16,39.21,53.92
924,30.1,86.4,6.5,57.23,95.0,0.57,23.72,15.24,13.04,4.44,4.33,1.99,1.1,1.43,1.21,6.13,2.01,0.16,15.35,21.48
925,9.8,73.4,9.6,94.45,95.0,0.76,40.9,30.72,26.24,4.28,5.54,4.25,1.2,2.46,1.52,10.2,2.95,0.16,29.2,39.41
926,30.1,7.9,8.1,47.61,95.0,0.21,60.05,59.96,15.68,0.46,0.36,3.8,2.7,2.4,1.68,37.86,0.34,0.1,22.12,59.98
927,43.8,34.1,1.5,1.29,99.0,0.01,15.54,6.28,6.82,10.31,3.44,2.71,1.31,1.43,1.21,0.99,0.06,0.14,3.22,4.21
928,9.4,53.7,8.8,98.63,95.0,0.58,50.74,36.87,29.94,5.3,6.96,5.47,1.2,2.87,1.69,14.5,1.97,0.16,34.45,48.95
929,32.0,92.3,2.2,0.0,0.0,0.0,17.99,11.41,9.99,4.08,3.49,2.49,1.11,1.25,1.27,0,0.0,nan,0,0
930,16.3,74.9,6.5,90.07,97.0,0.6,34.87,25.16,21.14,4.33,4.67,3.74,1.09,2.04,1.34,8.71,2.23,0.16,23.9,32.61
931,20.3,67.9,3.4,88.86,95.0,0.33,32.87,23.05,18.43,4.76,4.42,3.92,1.16,1.48,1.25,9.53,1.06,0.17,21.5,31.03
932,2.9,41.4,0.6,98.16,95.0,0.03,52.43,48.04,39.75,0.46,4.58,5.08,2.62,1.05,0.91,8.93,0.2,0.16,43.46,52.39
933,31.3,33.5,5.0,87.76,95.0,0.28,56.83,18.79,13.34,0.42,9.0,3.4,2.64,1.96,1.4,36.01,0.4,0.14,16.67,52.68
934,29.9,25.7,4.7,95.98,95.0,0.26,56.6,56.47,14.94,0.45,36.0,4.53,2.81,0.01,1.29,37.31,0.4,0.13,19.26,56.57
935,0.7,92.5,5.7,68.36,95.0,0.39,34.72,28.6,26.42,3.32,3.31,2.6,1.16,1.61,0.92,4.87,2.64,0.17,28.37,33.25
936,49.4,5.6,6.2,1.81,99.0,0.04,12.57,8.92,9.39,48.78,1.72,1.62,14.86,1.78,1.65,0.3,1.23,0.15,7.94,8.24
937,36.2,32.9,1.0,39.45,95.0,0.04,52.84,12.58,9.59,0.41,7.27,3.89,2.7,1.35,1.22,17.44,0.08,0.15,14.21,31.65
938,7.8,14.3,7.7,0.0,0.0,0.0,59.64,59.61,59.56,0.47,0.39,0.28,2.67,2.03,1.81,0,0.0,nan,0,0
939,4.5,81.4,4.3,73.24,95.0,0.31,35.45,28.81,25.96,3.63,3.44,3.14,1.21,1.39,1.01,5.65,1.84,0.17,28.27,33.92
940,26.9,58.8,5.6,88.52,95.0,0.52,33.74,19.49,15.24,6.2,5.89,3.3,1.17,1.96,1.23,13.41,1.22,0.16,17.96,31.37
941,32.9,60.2,3.4,45.49,95.0,0.23,25.42,13.6,11.09,6.43,5.03,2.71,1.13,1.28,1.18,7.5,0.68,0.16,14.25,21.75
942,37.1,25.8,7.1,38.22,95.0,0.27,58.99,12.72,11.8,0.42,5.41,1.91,2.9,2.62,1.49,18.64,0.48,0.14,15.41,34.05
943,38.2,77.6,3.2,0.0,99.0,0.0,16.23,9.1,8.66,5.0,3.41,2.29,1.21,1.58,1.55,0.36,0.0,0.12,5.03,5.39
944,38.6,97.7,4.6,0.0,99.0,0.0,15.37,9.62,9.35,4.15,2.92,1.94,1.08,1.57,1.44,0.3,0.0,0.11,6.43,6.73
945,13.9,52.3,9.4,99.2,95.0,0.64,50.17,34.15,26.37,5.88,8.2,5.6,1.31,3.16,1.85,17.01,1.82,0.15,31.32,48.33
946,6.6,0.9,4.8,0.0,0.0,0.0,56.78,56.76,56.78,0.47,0.4,0.38,2.48,1.91,2.29,0,0.0,nan,0,0
947,32.8,77.4,3.7,28.18,95.0,0.19,21.13,12.46,10.81,4.89,4.16,2.35,1.1,1.46,1.18,3.96,0.87,0.15,13.96,17.92
948,49.5,22.8,7.6,0.43,99.0,0.01,13.56,10.18,10.53,6.8,1.51,1.41,1.36,1.89,1.82,0.16,0.67,0.12,9.38,9.54
949,4.5,2.8,1.4,0.0,0.0,0.0,53.42,53.36,53.46,0.48,0.41,0.43,2.03,2.25,1.68,0,0.0,nan,0,0
950,3.0,50.2,5.6,97.31,95.0,0.35,52.9,41.66,35.52,4.89,5.17,4.87,1.28,1.97,1.35,11.89,1.52,0.16,39.38,51.27
951,9.1,94.0,3.7,60.57,95.0,0.26,29.92,24.07,21.69,3.43,3.17,2.8,1.18,1.23,0.92,4.4,1.69,0.17,23.9,28.31
952,7.5,17.7,7.4,0.0,0.0,0.0,59.35,59.32,59.24,0.47,0.39,0.28,2.59,1.83,1.67,0,0.0,nan,0,0
953,46.1,16.2,0.4,4.7,99.0,0.02,52.24,4.68,5.64,0.4,3.39,2.86,2.99,1.55,1.38,1.02,0.06,0.16,2.23,3.25
954,38.9,24.3,9.8,23.49,95.0,0.32,61.68,13.49,13.27,0.41,3.52,1.4,2.34,3.52,1.67,6.89,1.11,0.15,16.89,23.78
955,24.9,63.6,3.5,86.83,95.0,0.34,31.55,20.15,15.67,5.39,4.91,3.72,1.2,1.56,1.21,10.82,0.93,0.16,18.65,29.47
956,40.0,46.0,3.3,0.01,99.0,0.0,20.12,8.91,8.61,9.02,3.84,2.45,1.2,1.69,1.49,0.46,0.0,0.12,5.23,5.69
957,45.2,10.8,7.4,0.18,99.0,0.0,59.24,10.48,10.68,0.4,2.14,1.63,2.48,1.96,1.82,0.15,0.29,0.11,9.23,9.37
958,3.3,64.5,4.1,87.26,95.0,0.29,42.59,34.28,30.21,4.12,3.92,3.88,1.06,1.53,1.15,7.84,1.5,0.17,33.06,40.9
959,43.2,6.0,5.7,0.2,99.0,0.0,57.59,9.51,9.74,0.41,2.94,2.03,2.47,2.15,1.5,0.4,0.09,0.14,7.48,7.87
960,20.5,91.9,9.5,88.23,95.0,0.95,30.61,21.8,18.63,3.98,4.84,2.78,1.23,2.19,1.35,8.41,3.28,0.16,20.75,29.16
961,31.4,22.4,2.6,89.49,95.0,0.14,54.53,54.4,13.91,0.45,0.35,5.25,2.32,2.27,1.33,35.38,0.22,0.13,19.1,54.48
962,13.1,43.4,2.4,99.89,95.0,0.15,54.2,40.81,30.47,0.44,5.72,5.8,2.51,1.27,1.06,17.52,0.45,0.16,35.07,52.6
963,10.2,75.9,6.5,88.38,95.0,0.53,37.17,28.61,24.84,4.04,4.31,3.7,1.15,1.72,1.15,8.24,2.29,0.16,27.38,35.63
964,14.9,99.4,2.2,44.87,95.0,0.14,25.36,19.73,17.7,3.4,3.03,2.8,1.06,1.34,0.88,3.3,1.01,0.16,20.13,23.44
965,28.5,15.7,8.6,68.18,95.0,0.32,60.6,60.48,16.5,0.46,0.36,3.99,2.15,2.27,1.93,38.19,0.51,0.11,22.33,60.52
966,43.5,26.7,7.5,0.04,99.0,0.0,20.16,10.83,10.95,12.5,2.38,1.62,1.45,2.33,1.91,0.15,0.06,0.11,9.38,9.53
967,41.1,28.3,3.4,0.06,99.0,0.0,55.19,8.67,8.53,0.4,3.95,2.53,3.11,1.76,1.51,0.62,0.01,0.14,5.19,5.81
968,24.3,89.1,1.7,46.49,95.0,0.13,22.68,16.05,13.53,3.93,3.44,3.01,1.13,1.23,1.14,4.16,0.63,0.17,16.38,20.53
969,34.1,59.8,4.6,37.69,95.0,0.27,24.79,12.92,10.97,6.67,5.0,2.32,1.24,1.51,1.39,6.74,0.85,0.15,14.25,20.99
970,29.0,88.3,2.2,29.58,97.0,0.12,20.64,13.48,11.43,4.14,3.61,2.7,0.98,1.26,1.22,2.92,0.73,0.16,14.52,17.44
971,44.2,36.0,7.8,0.03,99.0,0.0,18.31,10.93,11.12,9.18,2.16,1.54,1.34,2.31,1.74,0.11,0.08,0.11,9.66,9.78
972,43.2,18.2,8.7,0.0,0.0,0.0,60.5,11.78,11.87,0.41,2.29,1.48,3.18,2.6,1.94,0,0.0,nan,0,0
973,49.7,29.8,0.3,12.43,99.0,0.05,7.83,3.57,4.78,6.1,2.36,2.3,1.33,1.66,1.24,0.86,0.16,0.16,2.13,2.99
974,5.6,97.4,0.2,11.14,95.0,0.0,27.27,22.78,20.62,3.21,2.78,2.9,1.1,1.01,1.19,0.8,0.09,0.1,23.99,24.79
975,45.6,15.1,7.4,0.22,99.0,0.01,59.24,10.43,10.64,0.4,2.05,1.6,2.88,1.97,1.92,0.21,0.26,0.13,9.19,9.4
976,4.9,16.9,6.9,0.0,0.0,0.0,58.83,58.77,58.74,0.47,0.4,0.29,1.98,1.95,1.46,0,0.0,nan,0,0
977,4.5,34.0,9.2,86.8,95.0,0.43,61.1,60.99,42.15,0.46,0.38,7.65,2.63,1.89,1.91,10.42,2.53,0.14,50.64,61.06
978,35.8,88.2,9.8,18.58,95.0,0.32,22.44,14.42,13.47,4.73,3.88,1.34,1.12,2.03,1.93,2.2,2.74,0.14,16.69,18.89
979,1.6,23.5,7.9,0.0,0.0,0.0,59.89,59.81,59.76,0.47,0.38,0.28,2.25,2.37,1.32,0,0.0,nan,0,0
980,34.5,3.8,5.1,48.43,95.0,0.14,57.07,56.96,12.35,0.46,0.35,3.43,2.06,2.21,1.49,39.64,0.21,0.1,17.32,56.96
981,11.6,43.0,1.1,99.89,95.0,0.07,52.99,42.47,31.9,0.44,5.27,5.68,1.92,1.12,1.19,16.25,0.23,0.16,36.47,52.72
982,1.0,99.1,3.2,41.59,95.0,0.15,30.84,25.79,23.89,3.16,2.87,2.5,1.2,1.31,1.07,2.87,1.55,0.16,26.25,29.12
983,43.9,12.0,4.9,0.49,99.0,0.01,56.81,8.77,9.01,0.41,2.88,2.12,2.54,1.91,1.71,0.5,0.16,0.13,6.7,7.2
984,6.8,42.8,1.9,99.67,95.0,0.12,53.73,45.01,36.04,0.45,4.96,5.34,2.08,1.27,1.18,13.27,0.47,0.16,40.37,53.64
985,34.3,14.8,7.4,65.71,99.0,0.29,59.36,59.22,12.87,0.44,45.13,2.31,2.04,0.01,1.78,39.49,0.41,0.11,16.36,55.85
986,25.0,11.2,3.6,0.0,0.0,0.0,55.56,55.5,55.41,0.47,0.38,34.0,2.48,2.25,0.0,0,0.0,nan,0,0
987,24.8,91.9,3.6,57.41,95.0,0.32,23.48,16.39,13.98,3.91,3.6,2.64,1.03,1.25,1.01,5.11,1.33,0.17,16.34,21.45
988,10.8,96.8,8.8,85.14,95.0,0.78,33.19,25.84,23.07,3.54,4.15,2.9,1.23,1.96,1.01,6.89,3.62,0.17,24.98,31.87
989,36.6,27.3,1.9,43.14,95.0,0.06,53.73,12.46,9.64,0.42,7.64,3.6,2.28,1.55,1.41,29.24,0.09,0.14,14.26,43.5
990,13.2,6.9,0.5,0.0,0.0,0.0,52.51,52.48,52.51,0.48,0.42,0.39,2.27,1.84,2.02,0,0.0,nan,0,0
991,25.4,40.8,5.6,98.71,95.0,0.37,57.4,25.92,17.57,0.43,9.34,4.72,2.44,2.43,1.46,27.21,0.67,0.15,21.86,49.07
992,18.1,1.1,6.9,0.0,0.0,0.0,58.88,58.83,58.8,0.46,0.39,0.28,2.47,2.33,1.88,0,0.0,nan,0,0
993,32.7,54.4,5.5,60.08,95.0,0.42,29.6,14.79,12.25,7.53,5.74,2.36,1.11,1.63,1.13,10.9,1.01,0.15,15.01,25.91
994,34.5,98.2,8.8,21.99,95.0,0.35,21.28,14.11,12.9,4.22,3.89,1.46,1.21,1.69,1.88,2.41,2.64,0.16,15.96,18.37
995,35.9,39.9,3.3,35.67,95.0,0.15,32.12,12.05,10.21,13.17,5.96,2.82,1.29,1.7,1.16,10.89,0.35,0.15,14.05,24.94
996,21.0,97.3,3.9,60.74,95.0,0.35,24.66,18.14,15.73,3.64,3.41,2.64,1.07,1.26,1.03,4.88,1.62,0.16,17.99,22.86
997,19.3,41.0,1.5,99.96,95.0,0.1,53.35,37.82,24.7,0.44,6.74,6.27,2.44,1.21,1.23,22.72,0.22,0.16,29.92,52.63
998,49.9,0.5,6.1,2.0,99.0,0.05,58.01,8.75,9.3,48.79,1.67,1.61,0.01,2.07,1.65,0.29,1.38,0.14,7.88,8.17
999,46.3,25.5,6.1,0.93,99.0,0.02,15.21,9.28,9.6,9.22,2.09,1.74,1.36,1.76,1.75,0.33,0.57,0.15,7.94,8.27
