idx,Bstart [%],Bend [%],Vload [CV],Yield [%],Purity [%],Prod [g/(l*CV)],tretA [CV],tretBC [CV],tretD [CV],peakwidthA [CV],peakwidthBC [CV],peakwidthD [CV],assymetryA [-],assymetryBC [-],assymetryD [-],poolVolume [CV],poolConcBC [g/l],poolConcSalt [M],cut1 [CV],cut2 [CV]
344,34.0,89.5,1.8,0.0,0.0,0.0,16.74,10.26,9.13,4.23,3.47,2.55,1.11,1.15,1.25,0,0.0,nan,0,0
345,39.2,11.5,5.4,25.51,95.0,0.08,57.28,10.76,10.31,0.43,4.83,2.28,2.24,2.49,1.43,42.32,0.11,0.12,14.81,57.13
346,31.8,36.0,8.7,79.7,95.0,0.52,60.56,17.51,14.32,0.42,7.75,2.17,2.32,2.36,1.4,27.27,0.85,0.15,16.94,44.2
347,27.8,58.0,8.8,89.09,95.0,0.79,35.45,19.47,15.74,6.72,6.82,2.63,1.36,2.7,1.58,14.98,1.74,0.16,18.22,33.2
348,5.2,99.3,6.3,70.51,95.0,0.48,32.38,26.22,23.96,3.3,3.37,2.52,1.1,1.55,1.0,5.01,2.95,0.17,25.89,30.9
349,19.7,79.8,2.7,74.76,95.0,0.25,28.35,20.75,17.35,4.13,3.72,3.4,1.14,1.24,1.02,6.51,1.03,0.17,19.98,26.49
350,49.5,57.7,3.7,5.74,99.0,0.12,9.68,6.62,7.27,4.75,1.86,1.8,1.28,1.51,1.46,0.45,1.53,0.16,5.48,5.93
351,38.2,44.2,1.8,0.0,99.0,0.0,23.65,9.59,8.56,10.06,4.82,2.97,1.09,1.32,1.26,0.49,0.0,0.12,3.7,4.19
352,37.2,4.8,8.2,41.97,95.0,0.19,60.15,60.05,12.45,0.44,48.27,1.81,2.86,0.01,1.91,43.67,0.26,0.11,16.39,60.06
353,12.7,63.9,9.8,97.3,95.0,0.75,43.93,31.33,25.6,4.91,6.7,4.92,1.21,2.91,1.81,12.89,2.46,0.16,29.38,42.27
354,29.3,66.4,3.2,66.47,95.0,0.29,26.52,15.92,12.72,5.47,4.74,3.03,1.21,1.33,1.09,8.57,0.82,0.16,15.48,24.05
355,0.1,3.4,1.6,0.0,0.0,0.0,53.55,53.52,53.58,0.48,0.41,0.43,2.45,2.0,2.19,0,0.0,nan,0,0
356,30.8,43.2,5.2,83.04,98.0,0.44,40.43,17.65,13.43,10.66,7.29,3.1,1.27,1.98,1.18,15.73,0.9,0.14,16.35,32.08
357,44.8,13.2,2.3,1.68,99.0,0.03,54.21,6.69,7.19,0.41,3.3,2.61,3.21,1.54,1.46,0.86,0.15,0.15,4.09,4.95
358,32.7,2.2,0.1,0.0,0.0,0.0,52.1,52.05,51.96,0.47,0.38,38.56,2.3,1.96,0.0,0,0.0,nan,0,0
359,17.7,10.6,3.6,0.0,0.0,0.0,55.62,55.55,55.5,0.47,0.4,0.29,2.06,2.21,1.92,0,0.0,nan,0,0
360,11.2,58.4,5.9,96.73,95.0,0.44,44.68,33.06,27.17,4.91,5.29,4.72,1.1,2.08,1.46,11.92,1.59,0.16,30.93,42.85
361,10.2,62.4,4.8,93.8,95.0,0.37,41.73,31.86,26.84,4.56,4.55,4.34,1.19,1.7,1.21,10.0,1.49,0.16,30.07,40.07
362,6.7,93.7,2.5,48.66,95.0,0.14,29.73,24.33,22.09,3.36,3.0,2.82,1.18,1.21,0.99,3.46,1.17,0.17,24.53,27.99
363,7.5,9.6,6.4,0.0,0.0,0.0,58.38,58.33,58.36,0.47,0.4,0.32,2.36,2.4,1.77,0,0.0,nan,0,0
364,43.6,78.2,4.1,0.73,99.0,0.02,13.08,7.98,8.32,4.83,2.46,1.99,1.07,1.56,1.35,0.64,0.16,0.14,5.82,6.46
365,13.2,1.1,6.5,0.0,0.0,0.0,58.47,58.41,58.44,0.47,0.39,0.32,2.07,2.19,1.61,0,0.0,nan,0,0
366,28.1,35.0,6.5,96.97,95.0,0.37,58.33,22.84,15.74,0.43,10.47,3.97,2.69,2.84,1.6,37.53,0.56,0.14,19.53,57.06
367,22.2,93.7,7.4,80.47,95.0,0.75,27.53,19.55,16.93,3.89,4.21,2.54,1.31,1.92,1.03,7.19,2.73,0.17,18.88,26.08
368,12.4,90.4,0.5,42.6,95.0,0.03,26.99,21.57,19.01,3.52,3.05,3.15,1.0,1.08,0.94,3.05,0.25,0.17,21.86,24.91
369,26.6,40.6,2.5,98.47,95.0,0.17,54.26,26.25,16.75,0.43,8.11,5.21,2.24,1.59,1.15,25.55,0.31,0.15,21.1,46.65
370,2.9,77.9,0.2,54.41,95.0,0.01,33.84,28.32,25.43,3.59,3.1,3.29,1.03,1.1,0.95,3.67,0.11,0.17,28.25,31.92
371,27.5,94.1,1.5,22.4,95.0,0.07,19.8,13.56,11.55,3.86,3.36,2.78,1.08,1.13,1.19,2.36,0.48,0.16,14.76,17.11
372,10.0,60.8,5.1,94.84,95.0,0.39,42.91,32.69,27.37,4.65,4.73,4.45,1.25,1.78,1.33,10.51,1.53,0.16,30.79,41.3
373,32.1,81.3,1.8,14.05,95.0,0.05,19.56,11.88,10.23,4.55,3.81,2.74,0.99,1.21,1.07,2.07,0.41,0.13,13.85,15.91
374,15.5,30.0,0.6,10.69,95.0,0.0,52.51,52.42,37.15,0.48,0.38,8.66,2.62,2.44,1.01,0.88,0.23,0.13,51.48,52.36
375,44.5,78.3,7.2,0.19,99.0,0.0,15.1,10.31,10.51,4.95,2.02,1.55,1.13,2.01,1.79,0.23,0.2,0.13,8.99,9.22
376,0.3,84.4,7.5,82.04,95.0,0.55,38.64,31.52,28.8,3.54,3.87,2.99,1.16,1.73,0.92,6.48,3.13,0.17,30.75,37.23
377,23.3,74.2,4.6,83.04,95.0,0.45,29.55,19.94,16.4,4.62,4.44,3.3,1.15,1.58,1.03,8.82,1.43,0.16,18.87,27.68
378,11.3,10.5,2.4,0.0,0.0,0.0,54.37,54.34,54.37,0.48,0.41,0.35,2.31,1.79,1.54,0,0.0,nan,0,0
379,1.9,33.6,7.5,74.63,95.0,0.31,59.45,59.33,45.33,0.46,0.38,6.86,2.27,1.81,1.67,6.58,2.82,0.14,52.8,59.38
380,34.8,84.5,7.1,21.81,95.0,0.29,21.31,13.08,11.84,4.74,4.07,1.7,1.14,1.75,1.84,2.84,1.82,0.15,15.11,17.95
381,13.3,55.4,4.4,97.71,95.0,0.33,44.42,32.71,26.11,5.18,5.15,4.81,1.24,1.7,1.32,12.62,1.13,0.16,30.02,42.64
382,39.4,52.3,2.7,0.01,99.0,0.0,18.92,8.84,8.38,7.65,3.91,2.56,1.23,1.49,1.47,0.43,0.0,0.12,4.71,5.13
383,32.1,96.5,2.2,0.0,0.0,0.0,17.42,11.24,9.99,3.94,3.38,2.42,1.08,1.13,1.04,0,0.0,nan,0,0
384,44.0,1.5,2.7,0.91,99.0,0.02,54.58,7.21,7.6,0.42,3.67,2.73,3.11,1.76,1.58,0.75,0.11,0.16,4.49,5.24
385,11.8,74.4,9.5,94.28,95.0,0.78,39.45,29.29,24.76,4.31,5.53,4.17,1.32,2.47,1.68,10.25,2.88,0.16,27.79,38.04
386,37.3,32.7,8.8,33.11,95.0,0.37,60.62,13.37,12.73,0.41,4.62,1.58,2.93,3.06,1.73,10.01,0.97,0.15,16.18,26.2
387,16.4,23.9,9.1,34.42,95.0,0.17,61.02,60.91,31.1,0.47,0.38,10.34,2.32,2.26,2.15,7.85,1.32,0.12,53.06,60.91
388,31.5,69.3,6.7,60.41,95.0,0.57,26.25,15.35,12.82,5.59,5.07,2.07,1.24,1.49,1.47,8.26,1.62,0.16,15.39,23.65
389,49.0,46.9,8.4,0.0,0.0,0.0,14.34,10.94,11.27,5.79,1.45,1.3,1.14,2.13,1.79,0,0.0,nan,0,0
390,34.9,85.8,4.4,0.0,0.0,0.0,18.74,11.25,10.26,4.56,3.74,2.06,1.17,1.61,1.35,0,0.0,nan,0,0
391,36.2,57.0,3.1,13.42,95.0,0.08,22.18,10.9,9.64,7.04,4.58,2.55,1.2,1.47,1.24,3.02,0.46,0.14,13.8,16.82
392,10.6,62.3,0.9,91.65,95.0,0.07,38.68,30.81,25.58,4.44,3.86,4.14,1.03,1.01,0.95,8.15,0.32,0.16,28.69,36.85
393,45.5,14.5,0.4,3.74,99.0,0.01,52.22,4.99,5.87,0.4,3.62,2.97,3.0,1.38,1.24,1.04,0.04,0.16,2.22,3.26
394,5.3,92.9,3.5,56.6,95.0,0.22,31.35,25.61,23.34,3.36,3.09,2.75,1.07,1.25,0.96,4.04,1.63,0.17,25.59,29.63
395,7.1,2.9,0.5,0.0,0.0,0.0,52.48,52.45,52.52,0.48,0.42,0.43,2.56,2.23,2.15,0,0.0,nan,0,0
396,34.6,63.4,7.0,37.52,95.0,0.41,25.05,13.58,11.97,6.4,4.89,1.84,1.18,1.76,1.77,6.19,1.4,0.16,15.11,21.3
397,36.8,6.6,5.9,45.71,95.0,0.16,57.89,57.79,11.36,0.44,0.34,2.39,2.36,2.44,1.6,42.13,0.21,0.11,15.67,57.8
398,18.2,81.8,8.2,90.15,95.0,0.78,33.15,23.71,20.02,4.2,4.92,3.36,1.19,2.05,1.3,9.16,2.68,0.16,22.44,31.6
399,44.6,6.6,8.7,0.0,0.0,0.0,60.56,11.68,11.78,0.41,2.04,1.45,3.19,2.16,2.02,0,0.0,nan,0,0
400,45.7,94.4,1.2,4.91,99.0,0.05,8.63,4.99,5.76,3.88,2.37,2.12,1.22,1.44,1.3,0.98,0.19,0.15,2.9,3.88
401,10.3,11.2,0.4,0.0,0.0,0.0,52.43,52.37,52.43,0.48,0.42,0.38,2.08,2.16,1.75,0,0.0,nan,0,0
402,42.4,81.2,6.4,0.09,99.0,0.0,15.67,9.98,10.1,4.89,2.39,1.7,1.05,2.04,1.66,0.3,0.07,0.12,8.19,8.49
403,41.3,63.2,2.9,0.12,99.0,0.0,15.31,7.96,7.96,5.98,3.16,2.34,1.05,1.49,1.52,0.72,0.02,0.13,4.73,5.45
404,5.0,9.8,7.6,0.0,0.0,0.0,59.57,59.5,59.53,0.47,0.4,0.32,2.2,2.43,1.66,0,0.0,nan,0,0
405,10.2,31.9,4.3,57.56,95.0,0.15,56.21,56.1,40.02,0.47,0.38,7.68,2.62,2.05,1.29,5.88,1.39,0.14,50.27,56.15
406,1.0,25.7,2.9,0.0,0.0,0.0,54.87,54.78,54.73,0.48,0.4,0.3,1.93,2.34,1.73,0,0.0,nan,0,0
407,35.8,36.8,3.3,40.61,95.0,0.16,36.37,12.41,10.32,26.16,6.34,2.88,2.57,1.67,1.2,13.72,0.32,0.15,14.16,27.88
408,48.2,50.4,8.5,0.0,0.0,0.0,14.83,11.13,11.38,5.87,1.51,1.31,1.12,1.98,1.93,0,0.0,nan,0,0
409,30.9,3.1,4.2,5.51,95.0,0.01,56.15,56.06,15.61,0.46,0.36,6.59,2.45,2.61,1.72,0.14,5.64,0.13,55.85,55.98
410,21.8,77.3,3.5,78.76,95.0,0.34,28.66,20.01,16.53,4.35,4.03,3.35,1.08,1.5,1.17,7.57,1.22,0.17,19.19,26.77
411,35.2,53.8,2.2,23.58,95.0,0.09,24.28,11.66,9.8,7.52,5.02,2.93,1.12,1.29,1.13,5.41,0.32,0.15,13.72,19.13
412,43.1,9.1,8.2,0.0,0.0,0.0,60.09,11.5,11.61,0.41,2.4,1.56,3.02,2.28,1.6,0,0.0,nan,0,0
413,8.5,0.1,2.1,0.0,0.0,0.0,54.08,54.06,54.12,0.47,0.41,0.41,2.35,1.85,1.71,0,0.0,nan,0,0
414,38.1,97.8,0.1,0.0,99.0,0.0,11.92,6.98,6.98,3.91,3.06,2.63,1.2,1.01,0.99,0.73,0.0,0.13,2.1,2.82
415,24.5,49.1,8.0,97.24,95.0,0.62,44.42,23.91,17.84,7.68,8.49,4.01,1.19,2.99,1.64,20.39,1.26,0.15,21.39,41.77
416,9.2,49.5,3.5,98.77,97.0,0.24,50.44,38.65,31.18,5.28,5.04,5.04,1.03,1.43,1.21,12.32,0.94,0.16,35.3,47.61
417,41.6,26.1,9.4,0.0,0.0,0.0,61.29,12.7,12.6,0.4,2.53,1.39,2.34,2.66,2.17,0,0.0,nan,0,0
418,14.2,21.5,7.0,0.0,0.0,0.0,58.98,58.89,40.87,0.47,0.38,22.74,2.22,2.4,3.76,0,0.0,nan,0,0
419,24.9,11.0,6.4,3.64,95.0,0.01,58.37,58.28,22.13,0.46,0.37,9.1,2.15,2.4,1.88,0.1,7.65,0.14,58.07,58.17
420,4.0,78.8,7.0,85.37,95.0,0.53,38.76,31.08,27.82,3.77,4.08,3.38,1.28,1.71,1.09,7.3,2.71,0.17,30.09,37.39
421,39.3,62.8,3.6,0.0,99.0,0.0,17.77,9.19,8.9,6.22,3.52,2.28,1.06,1.55,1.27,0.49,0.0,0.13,5.43,5.92
422,20.1,39.5,8.9,99.88,95.0,0.5,60.73,33.22,22.48,0.43,12.62,5.8,2.68,4.17,1.89,29.98,0.98,0.15,28.56,58.54
423,4.3,88.8,0.3,33.53,95.0,0.01,30.07,25.13,22.58,3.36,2.91,3.04,0.98,0.98,1.17,2.3,0.17,0.15,25.61,27.92
424,10.3,26.3,9.0,26.96,95.0,0.13,60.95,60.86,40.66,0.47,0.38,10.51,2.54,1.85,2.02,3.13,2.57,0.13,57.7,60.83
425,25.1,37.9,8.9,98.92,95.0,0.52,60.68,25.74,18.2,0.43,12.06,4.26,2.37,4.18,1.7,33.59,0.86,0.14,22.43,56.02
426,11.7,46.1,5.4,99.65,95.0,0.34,57.15,39.1,30.3,3.95,6.44,5.66,0.08,2.16,1.44,16.76,1.06,0.15,35.28,52.05
427,37.7,75.3,6.5,0.0,0.0,0.0,19.69,11.46,10.88,5.34,3.54,1.76,1.11,1.98,1.66,0,0.0,nan,0,0
428,17.4,32.7,1.6,76.57,95.0,0.08,53.57,53.43,31.35,0.46,0.37,7.95,2.33,2.09,1.1,11.22,0.37,0.14,42.3,53.52
429,42.2,66.2,7.4,0.01,99.0,0.0,17.62,10.92,11.02,5.9,2.44,1.59,1.17,2.29,1.54,0.11,0.02,0.08,9.31,9.41
430,8.5,43.9,7.8,99.72,95.0,0.45,59.58,42.96,33.81,0.45,7.71,6.13,1.92,2.82,1.66,17.87,1.43,0.15,39.4,57.28
431,29.0,12.6,4.7,15.77,95.0,0.04,56.62,56.53,16.94,0.46,0.36,6.44,2.54,2.36,1.58,22.8,0.11,0.1,33.68,56.49
432,44.3,23.8,2.0,1.44,99.0,0.02,53.82,6.48,6.99,41.99,3.37,2.65,0.01,1.64,1.49,0.92,0.1,0.15,3.74,4.66
433,15.1,70.3,8.5,94.77,95.0,0.71,38.65,27.65,22.94,4.59,5.63,4.21,1.3,2.55,1.58,11.06,2.4,0.16,26.07,37.13
434,7.7,15.6,2.6,0.0,0.0,0.0,54.54,54.47,54.5,0.48,0.41,0.34,1.97,2.08,1.56,0,0.0,nan,0,0
435,16.3,52.2,1.7,98.79,95.0,0.13,43.67,31.9,24.17,5.56,4.93,4.99,1.03,1.35,1.12,13.34,0.42,0.16,28.13,41.47
436,16.4,18.9,9.8,6.12,95.0,0.03,61.7,61.62,32.69,0.46,0.37,12.39,2.35,2.27,2.28,0.11,17.53,0.15,61.41,61.52
437,36.4,10.2,9.6,48.59,95.0,0.25,61.56,14.42,13.57,0.43,5.47,1.58,2.52,3.19,1.61,44.52,0.35,0.12,16.95,61.47
438,5.1,38.4,9.8,99.29,95.0,0.52,61.72,49.49,38.84,0.45,9.73,7.17,2.56,3.63,1.94,16.04,2.02,0.15,45.64,61.68
439,39.7,73.3,4.4,0.01,99.0,0.0,16.46,9.35,9.21,5.34,3.14,2.07,1.18,1.69,1.33,0.38,0.0,0.12,6.27,6.65
440,9.8,63.8,1.2,89.72,95.0,0.09,38.31,30.48,25.69,4.34,3.78,4.03,1.09,1.23,1.02,7.77,0.44,0.17,28.78,36.55
441,10.3,38.8,0.4,97.19,95.0,0.03,52.34,47.98,35.93,0.46,6.97,6.07,2.21,1.66,0.96,11.19,0.13,0.15,41.11,52.3
442,20.0,79.1,7.0,88.32,95.0,0.67,31.85,22.35,18.84,4.33,4.72,3.31,1.26,2.0,1.12,9.1,2.24,0.16,21.19,30.29
443,25.0,63.2,4.7,88.69,95.0,0.45,32.67,20.36,15.94,5.5,5.24,3.58,1.09,1.76,1.28,11.66,1.18,0.16,18.82,30.47
444,7.1,60.4,4.1,93.06,95.0,0.3,43.51,34.23,29.09,4.47,4.3,4.28,1.18,1.47,1.3,9.45,1.34,0.16,32.41,41.86
445,37.0,90.8,4.4,0.0,0.0,0.0,16.64,10.13,9.54,4.38,3.29,2.02,1.18,1.58,1.55,0,0.0,nan,0,0
446,28.7,74.9,4.3,65.13,95.0,0.4,25.41,15.75,13.01,4.87,4.44,2.65,1.04,1.49,1.16,7.49,1.23,0.16,15.53,23.02
447,11.4,72.2,8.8,94.14,95.0,0.71,39.97,29.72,25.16,4.35,5.39,4.21,1.22,2.37,1.57,10.26,2.68,0.16,28.19,38.45
448,38.7,70.0,8.5,0.0,0.0,0.0,21.17,12.51,12.17,5.86,3.26,1.49,1.13,2.72,1.93,0,0.0,nan,0,0
449,34.0,64.2,4.6,35.1,95.0,0.27,23.87,12.8,11.07,6.11,4.78,2.28,1.08,1.51,1.13,5.87,0.91,0.16,14.21,20.08
450,15.7,62.8,1.1,92.81,95.0,0.1,36.22,27.39,22.06,4.69,4.09,4.26,1.05,1.27,0.98,9.04,0.36,0.17,25.28,34.32
451,21.0,78.2,7.2,88.63,95.0,0.7,31.71,21.88,18.21,4.42,4.87,3.25,1.25,2.03,1.34,9.41,2.23,0.16,20.69,30.11
452,31.5,25.0,4.3,92.62,95.0,0.23,56.2,21.12,13.57,0.44,11.99,4.06,2.87,2.15,1.36,38.63,0.34,0.13,17.54,56.17
453,22.8,62.2,4.2,91.95,95.0,0.39,34.35,22.64,17.57,5.38,5.12,4.0,1.25,1.53,1.18,11.77,1.07,0.16,20.65,32.43
454,33.8,93.0,1.9,0.0,0.0,0.0,16.63,10.34,9.21,4.1,3.39,2.49,1.02,1.11,1.24,0,0.0,nan,0,0
455,32.7,77.8,3.9,29.92,95.0,0.22,21.38,12.58,10.89,4.88,4.18,2.3,1.03,1.48,1.29,4.12,0.95,0.16,14.02,18.15
456,24.5,97.5,0.5,14.4,95.0,0.01,20.08,14.47,12.47,3.64,3.14,3.01,0.98,1.03,0.96,1.39,0.16,0.13,15.83,17.22
457,27.2,16.1,7.8,54.65,95.0,0.24,59.77,59.69,17.61,0.46,0.36,5.1,2.69,2.01,1.93,32.12,0.44,0.11,27.59,59.71
458,47.0,51.9,1.1,6.39,99.0,0.06,9.55,4.87,5.77,5.61,2.56,2.3,1.23,1.35,1.18,0.87,0.27,0.15,2.92,3.79
459,28.7,54.1,7.2,86.71,97.0,0.65,35.43,18.62,14.91,7.28,6.65,2.8,1.32,2.35,1.17,14.31,1.44,0.15,17.38,31.69
460,25.6,63.9,8.3,91.29,95.0,0.77,34.51,20.64,16.55,5.75,6.35,3.03,1.21,2.4,1.52,13.32,1.88,0.16,19.12,32.44
461,26.1,41.0,9.5,97.42,95.0,0.62,61.27,23.33,17.38,11.16,10.59,3.6,0.03,3.99,1.82,28.59,1.07,0.14,20.87,49.46
462,10.5,68.4,4.0,88.68,95.0,0.32,38.03,29.38,24.98,4.26,4.04,3.95,1.08,1.49,1.28,8.32,1.41,0.16,28.0,36.32
463,38.1,12.2,9.8,35.45,95.0,0.19,61.75,13.75,13.41,0.42,4.05,1.44,2.64,3.6,1.68,44.73,0.26,0.12,16.89,61.62
464,17.8,5.7,2.8,0.0,0.0,0.0,54.79,54.73,54.76,0.47,0.4,0.32,2.31,2.45,1.55,0,0.0,nan,0,0
465,20.0,1.3,4.2,0.0,0.0,0.0,56.22,56.16,56.16,0.47,0.4,0.3,2.3,2.37,1.71,0,0.0,nan,0,0
466,21.0,69.8,3.6,86.87,95.0,0.35,31.76,22.02,17.79,4.69,4.37,3.76,1.12,1.56,1.18,9.18,1.12,0.16,20.69,29.87
467,13.3,22.4,7.4,3.86,95.0,0.02,59.38,59.3,41.24,0.47,0.37,12.28,2.38,2.36,1.67,0.09,10.87,0.13,59.1,59.19
468,47.0,52.7,2.3,4.84,99.0,0.08,10.34,5.79,6.51,5.62,2.39,2.15,1.26,1.56,1.46,0.78,0.46,0.15,4.01,4.79
469,40.1,39.2,2.2,0.02,99.0,0.0,21.96,8.52,8.19,11.58,4.3,2.8,1.25,1.48,1.23,0.73,0.0,0.13,3.99,4.72
470,6.5,77.7,8.1,89.7,95.0,0.64,39.3,30.73,27.1,3.92,4.55,3.66,1.25,2.12,1.29,8.3,2.9,0.16,29.61,37.91
471,31.7,46.9,5.7,74.42,95.0,0.44,35.43,16.23,12.85,9.38,6.63,2.64,1.29,1.88,1.34,16.0,0.87,0.15,15.67,31.67
472,11.3,96.4,3.6,58.59,95.0,0.26,28.59,22.61,20.28,3.42,3.15,2.77,1.02,1.32,1.0,4.27,1.63,0.17,22.56,26.83
473,31.9,81.9,8.2,53.31,95.0,0.65,24.58,15.39,13.38,4.83,4.68,1.72,1.16,1.52,1.34,6.32,2.29,0.16,15.8,22.12
474,23.4,29.4,5.5,94.86,95.0,0.3,57.44,57.31,21.29,0.46,0.36,6.7,2.7,2.33,1.56,27.05,0.64,0.13,30.37,57.42
475,6.3,83.4,3.6,69.31,95.0,0.26,33.72,27.27,24.45,3.61,3.33,3.11,1.12,1.3,1.04,5.24,1.58,0.17,26.84,32.08
476,42.5,26.7,3.8,0.26,99.0,0.01,55.65,8.31,8.57,40.18,3.36,2.35,0.01,1.91,1.34,0.6,0.05,0.14,5.63,6.23
477,12.7,42.6,1.9,99.92,95.0,0.12,53.79,41.99,31.24,0.44,5.63,5.84,2.1,1.18,1.09,17.58,0.36,0.16,35.88,53.46
478,0.1,72.2,2.9,72.33,95.0,0.18,38.93,32.31,29.24,3.73,3.37,3.35,1.21,1.41,1.05,5.53,1.25,0.16,31.81,37.34
479,12.2,30.2,4.8,47.13,95.0,0.13,56.79,56.65,38.35,0.47,0.38,8.47,2.05,2.33,1.49,5.62,1.35,0.13,51.07,56.69
480,21.4,63.7,6.6,94.25,95.0,0.6,36.38,23.89,18.8,5.29,5.79,3.96,1.29,2.02,1.48,12.64,1.64,0.16,21.94,34.58
481,18.1,92.9,8.6,86.51,95.0,0.84,30.74,22.51,19.48,3.83,4.47,2.89,1.25,2.05,1.19,7.77,3.16,0.16,21.57,29.34
482,2.9,82.8,9.1,88.54,95.0,0.69,39.77,31.75,28.56,3.7,4.45,3.36,1.16,2.07,1.09,7.66,3.47,0.16,30.71,38.37
483,39.2,14.0,8.3,25.2,95.0,0.23,60.23,12.44,12.1,0.42,3.81,1.65,2.53,3.02,1.95,13.74,0.51,0.14,16.08,29.82
484,31.7,1.5,0.2,0.0,0.0,0.0,52.18,52.13,52.06,0.47,0.38,0.26,2.7,2.32,1.63,0,0.0,nan,0,0
485,47.6,65.6,2.6,5.39,99.0,0.09,9.79,5.93,6.63,4.78,2.19,2.01,1.14,1.46,1.42,0.67,0.68,0.14,4.36,5.03
486,5.1,14.3,2.4,0.0,0.0,0.0,54.39,54.36,54.39,0.48,0.41,0.36,2.17,1.75,1.57,0,0.0,nan,0,0
487,38.8,34.6,1.6,8.54,95.0,0.03,28.32,9.3,8.36,16.74,5.29,3.18,1.38,1.56,1.38,3.48,0.13,0.13,13.71,17.19
488,45.2,79.2,1.8,3.28,99.0,0.04,10.05,5.76,6.44,4.47,2.49,2.18,1.13,1.3,1.16,0.91,0.21,0.15,3.51,4.42
489,44.6,60.8,7.8,0.05,99.0,0.0,16.38,10.93,11.04,5.99,2.01,1.49,1.16,1.88,1.93,0.13,0.11,0.12,9.67,9.79
490,33.4,89.4,7.9,34.81,95.0,0.47,22.21,14.12,12.65,4.5,4.22,1.62,1.18,1.7,1.69,4.04,2.25,0.15,15.46,19.5
491,41.9,19.7,7.0,0.02,99.0,0.0,58.82,10.76,10.76,0.41,2.92,1.78,2.63,2.2,1.62,0.18,0.02,0.12,8.8,8.98
492,26.5,74.2,4.4,75.47,95.0,0.44,27.22,17.51,14.33,4.79,4.48,2.92,1.15,1.48,1.1,8.38,1.32,0.16,16.78,25.16
493,44.1,55.5,2.7,1.37,99.0,0.02,13.09,6.84,7.31,6.21,2.77,2.27,1.12,1.61,1.46,0.69,0.18,0.15,4.58,5.27
494,11.7,13.9,5.0,0.0,0.0,0.0,56.94,56.88,56.86,0.47,0.4,0.29,2.48,2.43,1.97,0,0.0,nan,0,0
495,2.9,46.7,1.5,98.12,95.0,0.1,53.33,43.3,36.51,0.45,4.34,4.7,2.41,1.34,1.1,10.97,0.45,0.16,40.2,51.16
496,24.6,49.8,5.4,96.86,95.0,0.44,42.03,23.95,17.5,7.23,7.15,4.34,1.26,2.22,1.38,18.43,0.95,0.15,21.16,39.59
497,43.1,0.7,8.4,0.0,0.0,0.0,60.32,11.59,11.7,0.41,2.38,1.54,2.94,2.69,2.01,0,0.0,nan,0,0
498,23.4,56.3,6.7,95.82,95.0,0.57,39.13,23.59,17.97,6.21,6.72,4.05,1.21,2.34,1.55,15.61,1.36,0.16,21.35,36.97
499,42.0,37.5,4.2,0.15,99.0,0.0,19.27,8.71,8.84,10.67,3.23,2.22,1.28,1.89,1.45,0.56,0.04,0.13,6.03,6.59
500,48.0,7.5,6.4,1.23,99.0,0.03,58.28,9.23,9.73,45.95,1.87,1.66,0.01,1.97,1.51,0.25,1.05,0.15,8.23,8.48
501,31.8,2.9,6.1,29.08,95.0,0.1,58.11,58.0,14.48,0.46,0.36,4.23,2.0,2.35,1.51,36.06,0.16,0.09,21.92,57.98
502,34.1,93.1,3.4,0.0,0.0,0.0,17.49,10.89,9.88,4.16,3.5,2.2,1.13,1.32,1.13,0,0.0,nan,0,0
503,49.1,51.1,4.9,3.45,99.0,0.08,11.12,7.72,8.29,5.26,1.8,1.7,1.23,1.83,1.67,0.42,1.33,0.14,6.65,7.07
504,44.9,3.4,7.2,0.18,99.0,0.0,59.09,10.34,10.65,0.41,2.24,1.68,3.05,2.28,1.63,0.22,0.2,0.12,9.02,9.24
505,31.3,33.9,8.6,84.33,95.0,0.48,60.47,18.3,14.42,0.42,8.27,2.36,2.35,2.35,1.76,33.4,0.72,0.14,17.21,50.61
506,18.3,47.5,5.3,99.52,95.0,0.37,49.31,32.33,23.49,6.61,7.11,5.44,1.24,2.11,1.44,18.79,0.93,0.15,28.3,47.1
