idx,Bstart [%],Bend [%],Vload [CV],Yield [%],Purity [%],Prod [g/(l*CV)],tretA [CV],tretBC [CV],tretD [CV],peakwidthA [CV],peakwidthBC [CV],peakwidthD [CV],assymetryA [-],assymetryBC [-],assymetryD [-],poolVolume [CV],poolConcBC [g/l],poolConcSalt [M],cut1 [CV],cut2 [CV]
401,10.3,11.2,0.5,0.0,0.0,0.0,52.48,52.45,52.48,0.48,0.42,0.38,2.14,1.74,1.8,0,0.0,nan,0,0
402,42.4,81.2,0.5,0.93,99.0,0.0,10.89,5.58,6.15,4.51,2.97,2.49,1.05,1.32,1.16,1.15,0.01,0.14,2.28,3.43
403,41.3,63.2,0.5,0.24,99.0,0.0,13.6,6.37,6.69,5.79,3.51,2.79,1.09,1.3,1.11,1.06,0.0,0.14,2.34,3.4
404,5.0,9.8,0.5,0.0,0.0,0.0,52.47,52.44,52.5,0.48,0.42,0.42,2.37,1.95,1.86,0,0.0,nan,0,0
405,10.2,31.9,0.5,10.7,95.0,0.0,52.44,52.35,41.92,0.48,0.38,7.31,2.38,2.15,0.93,0.17,1.04,0.14,52.1,52.27
406,1.0,25.7,0.5,0.0,0.0,0.0,52.45,52.42,52.39,0.49,0.41,0.31,2.44,1.79,1.42,0,0.0,nan,0,0
407,35.8,36.8,0.5,37.89,95.0,0.02,52.3,12.76,9.62,21.74,6.99,4.1,0.01,1.26,1.17,13.92,0.05,0.15,14.26,28.18
408,48.2,50.4,0.5,9.58,99.0,0.05,8.3,4.09,5.11,5.33,2.46,2.28,1.26,1.34,1.18,0.94,0.17,0.15,2.27,3.21
409,30.9,3.1,0.5,0.0,0.0,0.0,52.47,52.41,52.35,0.47,0.38,0.26,2.56,2.28,1.51,0,0.0,nan,0,0
410,21.8,77.3,0.5,65.69,95.0,0.04,26.27,19.0,15.54,4.25,3.67,3.63,1.05,1.2,0.99,5.63,0.19,0.17,18.56,24.19
411,35.2,53.8,0.5,16.19,95.0,0.01,23.29,11.32,9.23,7.35,5.05,3.57,1.2,1.13,1.14,4.16,0.06,0.15,13.74,17.9
412,43.1,9.1,0.5,0.75,99.0,0.0,52.4,6.35,6.69,0.42,4.91,3.47,2.71,1.54,1.44,1.13,0.01,0.14,2.29,3.42
413,8.5,0.1,0.5,0.0,0.0,0.0,52.49,52.46,52.53,0.48,0.41,0.43,2.17,1.89,1.81,0,0.0,nan,0,0
414,38.1,97.8,0.5,0.0,99.0,0.0,12.28,7.08,7.08,3.92,3.04,2.57,1.1,1.22,1.15,0.45,0.0,0.09,2.66,3.11
415,24.5,49.1,0.5,97.29,95.0,0.04,40.34,25.91,17.22,6.9,5.83,5.15,0.92,1.04,1.21,15.9,0.1,0.15,21.46,37.36
416,9.2,49.5,0.5,98.91,95.0,0.04,48.19,38.56,30.86,5.13,4.45,4.86,1.08,1.04,1.01,11.68,0.14,0.16,34.54,46.21
417,41.6,26.1,0.5,0.2,99.0,0.0,52.33,7.06,7.06,0.4,4.88,3.37,3.02,1.43,1.29,1.09,0.0,0.14,2.3,3.38
418,14.2,21.5,0.5,0.0,0.0,0.0,52.46,52.43,52.35,0.48,0.41,0.29,2.34,1.76,1.32,0,0.0,nan,0,0
419,24.9,11.0,0.5,0.0,0.0,0.0,52.47,52.41,52.34,0.48,0.4,0.27,2.38,2.45,1.75,0,0.0,nan,0,0
420,4.0,78.8,0.5,56.24,95.0,0.03,33.43,27.83,24.84,3.6,3.12,3.28,0.98,1.03,0.99,3.84,0.24,0.16,27.65,31.49
421,39.3,62.8,0.5,0.01,99.0,0.0,15.59,7.57,7.23,5.97,3.84,2.96,1.12,1.1,1.24,0.89,0.0,0.13,2.34,3.23
422,20.1,39.5,0.5,99.97,95.0,0.03,52.36,39.23,24.85,0.44,6.99,6.57,2.46,1.24,1.01,22.37,0.07,0.15,29.92,52.29
423,4.3,88.8,0.5,34.98,95.0,0.02,30.12,25.21,22.79,3.36,2.92,3.03,1.08,0.98,0.99,2.41,0.24,0.15,25.66,28.06
424,10.3,26.3,0.5,0.0,0.0,0.0,52.46,52.41,52.31,0.48,0.4,0.29,2.16,1.89,1.46,0,0.0,nan,0,0
425,25.1,37.9,0.5,99.79,95.0,0.03,52.37,33.79,19.14,0.43,8.49,6.37,2.09,1.07,1.13,27.87,0.06,0.15,24.37,52.24
426,11.7,46.1,0.5,99.69,95.0,0.03,52.29,39.75,30.42,0.45,4.9,5.33,2.18,1.09,1.06,14.16,0.12,0.16,34.52,48.68
427,37.7,75.3,0.5,0.0,99.0,0.0,15.11,8.04,7.54,4.95,3.63,2.89,1.05,1.13,1.23,0.58,0.0,0.12,2.41,2.98
428,17.4,32.7,0.5,57.26,95.0,0.02,52.44,52.3,32.27,0.47,0.37,8.04,2.13,2.08,0.92,9.07,0.1,0.14,43.28,52.36
429,42.2,66.2,0.5,0.64,99.0,0.0,12.42,5.99,6.28,5.44,3.28,2.68,1.05,1.17,1.33,1.14,0.01,0.15,2.29,3.42
430,8.5,43.9,0.5,99.72,95.0,0.03,52.35,43.61,34.28,0.44,4.83,5.31,2.08,0.95,0.97,13.89,0.12,0.17,38.24,52.13
431,29.0,12.6,0.5,1.64,95.0,0.0,52.48,52.4,20.69,0.47,0.38,12.02,2.09,2.34,1.39,0.07,0.38,0.11,52.18,52.26
432,44.3,23.8,0.5,1.98,99.0,0.01,52.34,5.47,6.23,0.4,3.81,3.0,2.31,1.5,1.24,1.08,0.03,0.14,2.33,3.41
433,15.1,70.3,0.5,83.55,95.0,0.05,32.43,25.13,20.56,4.26,3.69,3.88,1.05,1.08,1.15,6.84,0.2,0.17,23.74,30.58
434,7.7,15.6,0.5,0.0,0.0,0.0,52.47,52.43,52.47,0.48,0.42,0.37,2.38,1.99,1.75,0,0.0,nan,0,0
435,16.3,52.2,0.5,98.83,95.0,0.04,42.93,32.04,24.09,5.49,4.77,4.99,0.99,1.18,1.04,12.76,0.13,0.16,27.93,40.69
436,16.4,18.9,0.5,0.0,0.0,0.0,52.48,52.42,52.35,0.48,0.41,0.29,2.1,2.01,1.68,0,0.0,nan,0,0
437,36.4,10.2,0.5,47.09,95.0,0.01,52.46,52.33,10.49,0.45,0.34,5.55,2.2,2.85,1.33,34.69,0.02,0.11,17.67,52.36
438,5.1,38.4,0.5,85.97,95.0,0.03,52.42,52.28,40.36,0.46,0.4,5.57,2.24,1.64,1.0,7.03,0.2,0.16,45.33,52.36
439,39.7,73.3,0.5,0.03,99.0,0.0,13.66,6.89,6.89,5.06,3.46,2.78,1.06,1.28,1.29,0.96,0.0,0.14,2.34,3.3
440,9.8,63.8,0.5,89.49,95.0,0.04,37.77,30.37,25.5,4.32,3.74,4.02,1.13,1.1,0.96,7.49,0.2,0.17,28.56,36.05
441,10.3,38.8,0.5,97.33,95.0,0.03,52.41,47.98,35.93,0.45,7.04,6.08,2.26,1.67,0.96,11.28,0.14,0.15,41.09,52.36
442,20.0,79.1,0.5,65.59,95.0,0.04,26.75,19.91,16.51,4.1,3.54,3.59,1.03,1.08,0.9,5.32,0.2,0.17,19.4,24.72
443,25.0,63.2,0.5,81.61,95.0,0.05,29.74,20.01,15.07,5.26,4.5,4.16,1.02,1.03,0.98,9.0,0.15,0.16,18.39,27.38
444,7.1,60.4,0.5,91.22,95.0,0.04,40.74,33.23,28.14,4.35,3.77,4.08,1.09,1.08,0.99,7.75,0.19,0.16,31.24,38.99
445,37.0,90.8,0.5,0.0,99.0,0.0,13.55,7.91,7.54,4.17,3.25,2.7,1.15,1.04,1.12,0.2,0.0,0.0,2.63,2.84
446,28.7,74.9,0.5,37.95,95.0,0.03,22.41,14.6,11.63,4.68,3.97,3.47,1.15,1.0,1.17,4.5,0.14,0.16,15.15,19.64
447,11.4,72.2,0.5,78.78,95.0,0.04,33.21,26.51,22.47,4.03,3.5,3.71,1.05,1.09,1.03,5.97,0.22,0.17,25.44,31.41
448,38.7,70.0,0.5,0.0,99.0,0.0,15.02,7.58,7.4,5.33,3.69,2.9,1.1,1.25,1.1,0.76,0.0,0.14,2.39,3.15
449,34.0,64.2,0.5,12.27,95.0,0.01,21.16,11.33,9.56,5.79,4.46,3.4,1.01,1.22,1.0,2.58,0.08,0.15,13.81,16.39
450,15.7,62.8,0.5,92.65,95.0,0.05,35.8,27.34,21.97,4.67,4.04,4.27,1.06,1.17,0.91,8.78,0.17,0.16,25.13,33.91
451,21.0,78.2,0.5,64.71,97.0,0.04,26.42,19.5,15.84,4.17,3.61,3.61,1.08,1.02,1.09,4.89,0.22,0.17,18.95,23.84
452,31.5,25.0,0.5,92.06,95.0,0.03,52.42,52.29,13.9,0.45,0.35,6.35,2.67,2.25,1.31,32.4,0.05,0.13,19.98,52.38
453,22.8,62.2,0.5,88.74,95.0,0.05,31.92,22.24,16.83,5.18,4.45,4.31,1.07,1.13,0.99,9.59,0.15,0.16,20.18,29.76
454,33.8,93.0,0.5,0.0,0.0,0.0,15.48,9.57,8.71,4.03,3.32,2.82,1.06,1.05,0.98,0,0.0,nan,0,0
455,32.7,77.8,0.5,0.0,0.0,0.0,18.8,11.14,9.63,4.69,3.84,3.15,0.99,1.16,0.98,0,0.0,nan,0,0
456,24.5,97.5,0.5,14.93,95.0,0.01,20.06,14.49,12.4,3.64,3.15,3.0,1.03,1.03,1.08,1.44,0.17,0.14,15.82,17.26
457,27.2,16.1,0.5,2.09,95.0,0.0,52.47,52.4,23.32,0.47,0.38,12.5,2.27,2.05,1.36,0.09,0.38,0.13,52.17,52.26
458,47.0,51.9,0.5,7.28,99.0,0.04,9.3,4.38,5.35,5.6,2.65,2.38,1.11,1.3,1.15,0.96,0.13,0.17,2.31,3.28
459,28.7,54.1,0.5,78.91,98.0,0.05,31.8,18.8,13.39,6.67,5.44,4.37,0.95,0.99,0.98,9.79,0.13,0.15,17.02,26.81
460,25.6,63.9,0.5,78.31,95.0,0.05,28.86,19.33,14.56,5.25,4.48,4.1,1.11,0.99,1.01,8.65,0.15,0.16,17.9,26.55
461,26.1,41.0,0.5,98.99,95.0,0.04,52.31,28.96,17.2,0.43,7.61,5.81,2.1,1.07,1.22,24.0,0.07,0.15,22.07,46.07
462,10.5,68.4,0.5,83.98,95.0,0.04,35.23,28.23,23.8,4.14,3.59,3.83,1.06,1.11,1.07,6.59,0.21,0.16,26.87,33.46
463,38.1,12.2,0.5,41.07,99.0,0.01,52.43,52.32,9.19,0.44,42.04,4.68,2.81,0.01,1.25,36.48,0.02,0.11,15.26,51.74
464,17.8,5.7,0.5,0.0,0.0,0.0,52.49,52.43,52.46,0.48,0.41,0.36,2.1,2.33,2.02,0,0.0,nan,0,0
465,20.0,1.3,0.5,0.0,0.0,0.0,52.47,52.45,52.47,0.48,0.41,0.36,2.52,1.95,1.78,0,0.0,nan,0,0
466,21.0,69.8,0.5,80.74,95.0,0.05,29.39,21.32,16.84,4.57,3.95,3.95,1.12,1.16,1.11,7.36,0.18,0.16,20.07,27.43
467,13.3,22.4,0.5,0.0,0.0,0.0,52.47,52.4,52.33,0.48,0.41,0.29,2.23,2.37,1.76,0,0.0,nan,0,0
468,47.0,52.7,0.5,7.24,99.0,0.04,9.12,4.39,5.36,5.55,2.64,2.37,1.23,1.29,1.13,1.0,0.12,0.17,2.27,3.28
469,40.1,39.2,0.5,0.03,99.0,0.0,21.58,7.89,7.49,11.71,4.77,3.32,1.3,1.23,1.13,0.95,0.0,0.14,2.33,3.28
470,6.5,77.7,0.5,62.67,95.0,0.03,32.85,27.12,23.89,3.7,3.2,3.38,1.19,1.12,1.07,4.34,0.24,0.17,26.78,31.13
471,31.7,46.9,0.5,68.74,95.0,0.04,33.65,16.75,11.59,8.74,6.32,4.37,1.01,1.13,1.26,13.58,0.08,0.15,15.71,29.3
472,11.3,96.4,0.5,29.43,95.0,0.02,25.87,20.88,18.64,3.35,2.9,2.99,1.06,1.14,1.04,2.1,0.23,0.16,21.61,23.71
473,31.9,81.9,0.5,0.0,0.0,0.0,18.42,11.37,9.8,4.45,3.69,3.1,1.12,1.13,1.01,0,0.0,nan,0,0
474,23.4,29.4,0.5,58.18,95.0,0.02,52.42,52.31,24.15,0.47,0.36,8.56,2.79,2.17,1.26,14.63,0.07,0.13,37.73,52.36
475,6.3,83.4,0.5,50.45,95.0,0.03,31.14,25.7,22.87,3.54,3.06,3.21,1.03,1.08,1.06,3.45,0.24,0.16,25.74,29.19
476,42.5,26.7,0.5,0.55,99.0,0.0,52.32,6.46,6.8,0.4,4.4,3.21,2.74,1.35,1.14,1.13,0.01,0.15,2.29,3.42
477,12.7,42.6,0.5,99.92,95.0,0.03,52.36,42.16,31.49,0.44,5.36,5.8,1.98,1.27,0.92,16.47,0.1,0.16,35.74,52.21
478,0.1,72.2,0.5,62.44,95.0,0.03,37.11,31.2,28.02,3.67,3.18,3.37,1.0,1.23,1.13,4.28,0.24,0.17,30.95,35.23
479,12.2,30.2,0.5,6.35,95.0,0.0,52.43,52.37,41.07,0.48,0.38,8.1,2.71,2.04,1.17,0.15,0.69,0.16,52.11,52.26
480,21.4,63.7,0.5,88.78,95.0,0.05,31.91,22.75,17.47,4.97,4.29,4.25,1.14,1.23,1.09,9.07,0.16,0.16,20.86,29.93
481,18.1,92.9,0.5,39.09,95.0,0.03,23.87,18.39,15.78,3.6,3.11,3.15,1.16,1.1,1.13,2.98,0.22,0.17,18.83,21.81
482,2.9,82.8,0.5,45.41,95.0,0.02,32.43,27.11,24.54,3.47,3.0,3.14,1.01,1.13,0.97,3.09,0.24,0.16,27.35,30.43
483,39.2,14.0,0.5,28.71,95.0,0.01,52.44,10.09,8.37,0.44,8.27,4.25,2.23,1.62,1.39,38.03,0.01,0.12,14.29,52.31
484,31.7,1.5,0.5,0.0,0.0,0.0,52.48,52.42,52.35,0.47,0.38,0.26,2.32,2.1,1.46,0,0.0,nan,0,0
485,47.6,65.6,0.5,8.71,99.0,0.04,8.15,4.14,5.17,4.66,2.43,2.23,1.18,1.39,1.12,0.99,0.15,0.15,2.24,3.24
486,5.1,14.3,0.5,0.0,0.0,0.0,52.47,52.44,52.5,0.48,0.42,0.39,2.49,1.94,1.53,0,0.0,nan,0,0
487,38.8,34.6,0.5,7.68,95.0,0.01,29.33,9.23,8.15,17.22,5.68,3.63,1.21,1.27,1.12,3.55,0.04,0.12,13.62,17.18
488,45.2,79.2,0.5,4.49,99.0,0.02,9.04,4.67,5.55,4.4,2.64,2.31,1.17,1.37,1.13,1.1,0.07,0.15,2.25,3.36
489,44.6,60.8,0.5,3.05,99.0,0.01,10.7,5.02,5.82,5.52,2.97,2.52,1.14,1.36,1.16,1.13,0.04,0.15,2.26,3.39
490,33.4,89.4,0.5,0.0,0.0,0.0,16.22,9.98,8.92,4.16,3.43,2.89,1.04,1.03,1.01,0,0.0,nan,0,0
491,41.9,19.7,0.5,0.27,99.0,0.0,52.36,7.08,7.08,0.41,5.06,3.45,2.75,1.35,1.23,1.01,0.0,0.14,2.39,3.4
492,26.5,74.2,0.5,53.69,95.0,0.04,24.35,16.31,12.87,4.62,3.95,3.62,0.99,1.07,1.19,5.54,0.16,0.16,16.25,21.79
493,44.1,55.5,0.5,2.36,99.0,0.01,11.61,5.31,5.87,6.08,3.14,2.62,1.12,1.21,1.35,1.11,0.04,0.15,2.29,3.41
494,11.7,13.9,0.5,0.0,0.0,0.0,52.47,52.44,52.47,0.48,0.42,0.35,2.31,1.92,1.48,0,0.0,nan,0,0
495,2.9,46.7,0.5,98.19,95.0,0.03,52.32,43.35,36.3,0.45,4.23,4.66,1.96,1.08,1.07,10.54,0.15,0.16,39.88,50.43
496,24.6,49.8,0.5,96.92,95.0,0.04,39.58,25.47,17.08,6.79,5.74,5.09,0.96,1.07,1.21,15.44,0.1,0.15,21.27,36.7
497,43.1,0.7,0.5,0.7,99.0,0.0,52.42,6.55,6.91,0.43,5.32,3.65,2.92,1.51,1.28,1.07,0.01,0.14,2.35,3.42
498,23.4,56.3,0.5,93.86,95.0,0.05,35.23,23.69,17.31,5.78,4.95,4.66,0.95,1.2,0.94,11.9,0.13,0.16,20.84,32.73
499,42.0,37.5,0.5,0.38,99.0,0.0,17.91,6.56,6.73,10.95,4.15,3.09,1.28,1.28,1.26,1.12,0.01,0.15,2.29,3.41
500,48.0,7.5,0.5,8.25,99.0,0.04,52.38,4.2,5.29,0.4,2.9,2.66,2.4,1.58,1.42,1.01,0.14,0.15,2.24,3.25
501,31.8,2.9,0.5,0.0,0.0,0.0,52.48,52.42,52.33,0.47,0.38,36.43,2.17,2.04,0.0,0,0.0,nan,0,0
502,34.1,93.1,0.5,0.0,0.0,0.0,15.16,9.36,8.39,4.03,3.31,2.8,1.14,1.05,1.27,0,0.0,nan,0,0
503,49.1,51.1,0.5,11.29,99.0,0.06,7.73,3.82,4.89,5.01,2.31,2.2,1.2,1.54,1.31,0.93,0.2,0.16,2.23,3.15
504,44.9,3.4,0.5,2.44,99.0,0.01,52.42,5.42,6.18,0.42,4.13,3.22,2.28,1.54,1.4,1.01,0.04,0.16,2.39,3.4
505,31.3,33.9,0.5,92.1,95.0,0.03,52.36,23.06,13.09,0.43,10.3,5.42,2.37,1.2,1.27,34.26,0.04,0.15,18.0,52.25
506,18.3,47.5,0.5,99.63,95.0,0.04,46.36,33.51,23.86,6.25,5.42,5.5,1.16,1.24,0.99,16.04,0.1,0.15,28.03,44.07
507,38.5,21.1,0.5,27.63,95.0,0.01,52.4,10.56,8.58,0.43,7.81,4.14,2.35,1.48,1.28,38.17,0.01,0.13,14.09,52.26
508,21.1,55.4,0.5,96.56,95.0,0.05,37.28,26.45,19.05,5.64,4.86,4.79,1.13,1.02,1.2,12.21,0.13,0.16,22.92,35.13
509,14.6,82.8,0.5,60.95,95.0,0.04,28.16,22.09,18.82,3.79,3.28,3.41,1.0,1.06,1.08,4.44,0.23,0.17,21.76,26.21
510,25.2,27.2,0.5,42.78,95.0,0.01,52.43,52.32,22.5,0.47,0.36,8.7,2.63,2.2,1.09,15.28,0.05,0.13,37.06,52.34
511,48.7,65.5,0.5,10.95,99.0,0.06,7.44,3.85,4.92,4.44,2.27,2.14,1.21,1.54,1.22,0.85,0.21,0.16,2.32,3.17
512,16.5,31.7,0.5,32.52,95.0,0.01,52.45,52.33,33.95,0.47,0.37,8.23,1.93,1.86,1.09,6.11,0.09,0.13,46.21,52.32
513,29.3,63.5,0.5,57.0,95.0,0.04,25.8,15.82,12.08,5.57,4.62,3.85,1.17,1.12,1.12,7.38,0.13,0.15,15.63,23.01
514,2.0,72.3,0.5,65.78,95.0,0.03,36.44,30.48,27.34,3.72,3.23,3.43,1.1,1.24,0.94,4.55,0.24,0.16,30.12,34.67
515,27.3,5.0,0.5,0.0,0.0,0.0,52.47,52.42,52.37,0.47,0.4,0.27,2.43,2.48,1.47,0,0.0,nan,0,0
516,0.3,19.0,0.5,0.0,0.0,0.0,52.48,52.42,52.48,0.49,0.42,0.38,2.06,2.21,1.59,0,0.0,nan,0,0
517,30.4,65.8,0.5,42.3,95.0,0.03,24.13,14.36,11.21,5.43,4.47,3.66,0.97,1.14,1.18,5.88,0.12,0.16,14.91,20.79
518,45.5,61.2,0.5,4.59,99.0,0.02,9.85,4.79,5.56,5.32,2.81,2.43,1.19,1.22,1.25,1.1,0.07,0.15,2.26,3.35
519,31.3,69.6,0.5,26.63,95.0,0.02,21.89,13.12,10.67,5.16,4.24,3.46,1.08,1.06,0.98,4.05,0.11,0.15,14.35,18.4
520,34.0,21.3,0.5,82.39,95.0,0.03,52.42,52.3,11.78,0.45,0.34,5.64,2.7,2.45,1.28,34.72,0.04,0.13,17.66,52.38
521,22.9,76.3,0.5,64.92,95.0,0.05,25.94,18.52,14.94,4.34,3.74,3.65,1.09,1.15,1.06,5.77,0.19,0.16,18.07,23.83
522,9.1,3.7,0.5,0.0,0.0,0.0,52.48,52.45,52.52,0.48,0.42,0.42,2.25,1.94,1.76,0,0.0,nan,0,0
523,45.7,65.6,0.5,5.07,99.0,0.03,9.44,4.68,5.56,5.0,2.72,2.38,1.16,1.25,1.09,1.02,0.08,0.16,2.31,3.34
524,41.1,78.7,0.5,0.26,99.0,0.0,11.88,6.23,6.53,4.7,3.16,2.61,1.16,1.13,1.11,1.05,0.0,0.14,2.36,3.4
525,12.9,30.2,0.5,6.98,95.0,0.0,52.43,52.37,40.25,0.48,0.38,8.21,2.67,1.91,1.17,0.12,0.99,0.15,52.15,52.26
526,15.9,43.1,0.5,99.9,98.0,0.03,52.32,39.48,28.01,0.44,5.68,5.94,2.28,1.14,0.96,16.12,0.1,0.15,32.49,48.61
527,46.7,5.5,0.5,5.52,99.0,0.03,52.38,4.62,5.68,0.4,3.34,2.88,2.75,1.57,1.31,1.05,0.09,0.16,2.27,3.32
528,2.0,11.9,0.5,0.0,0.0,0.0,52.46,52.44,52.5,0.48,0.42,0.42,2.56,2.01,1.9,0,0.0,nan,0,0
529,28.8,91.9,0.5,0.0,0.0,0.0,18.65,12.53,10.76,3.93,3.36,3.02,1.11,1.12,1.06,0,0.0,nan,0,0
530,0.7,38.7,0.5,77.41,95.0,0.02,52.42,52.28,42.8,0.47,0.39,5.12,2.13,1.71,1.01,5.24,0.24,0.15,47.11,52.35
531,46.9,98.1,0.5,8.09,99.0,0.04,7.52,4.24,5.14,3.67,2.28,2.08,1.11,1.21,1.09,1.01,0.13,0.15,2.24,3.26
532,20.6,10.2,0.5,0.0,0.0,0.0,52.47,52.44,52.41,0.48,0.41,0.3,2.37,1.84,1.46,0,0.0,nan,0,0
533,10.6,15.2,0.5,0.0,0.0,0.0,52.46,52.44,52.46,0.48,0.42,0.35,2.57,1.96,1.62,0,0.0,nan,0,0
534,0.2,68.4,0.5,70.1,95.0,0.03,38.65,32.66,29.05,3.79,3.28,3.49,1.09,1.04,1.11,4.91,0.24,0.17,31.98,36.89
535,48.3,8.8,0.5,8.87,99.0,0.05,52.36,4.18,5.26,0.39,2.81,2.61,3.03,1.44,1.32,0.97,0.15,0.16,2.26,3.23
536,6.4,1.8,0.5,0.0,0.0,0.0,52.49,52.46,52.53,0.48,0.42,0.44,2.16,1.88,1.83,0,0.0,nan,0,0
537,12.1,73.4,0.5,77.41,95.0,0.04,32.4,25.86,21.88,4.02,3.48,3.68,1.13,1.03,0.99,5.85,0.22,0.17,24.81,30.66
538,2.5,77.4,0.5,56.2,95.0,0.03,34.33,28.79,25.74,3.59,3.11,3.28,1.06,1.06,1.1,3.83,0.24,0.16,28.63,32.46
539,42.8,73.0,0.5,1.15,99.0,0.01,11.24,5.55,6.12,4.92,3.05,2.55,1.06,1.3,1.19,1.08,0.02,0.15,2.35,3.43
540,31.4,70.9,0.5,22.87,95.0,0.02,21.43,12.94,10.5,5.07,4.17,3.41,1.08,1.01,1.05,3.56,0.11,0.16,14.31,17.88
541,46.6,25.4,0.5,5.85,99.0,0.03,11.55,4.59,5.63,9.51,3.05,2.66,1.47,1.42,1.15,1.03,0.09,0.15,2.29,3.31
542,35.9,1.1,0.5,7.31,95.0,0.0,52.46,52.38,11.7,0.46,0.36,6.94,2.56,2.29,1.39,0.1,1.16,0.15,52.2,52.31
543,32.5,81.7,0.5,0.0,0.0,0.0,18.1,11.05,9.55,4.47,3.69,3.08,1.04,1.05,1.0,0,0.0,nan,0,0
544,15.6,72.9,0.5,79.5,95.0,0.04,31.14,24.03,19.94,4.17,3.61,3.78,1.02,1.12,0.99,6.33,0.21,0.17,22.92,29.25
545,43.0,48.6,0.5,1.09,99.0,0.01,13.67,5.85,6.31,7.29,3.52,2.8,1.18,1.21,1.2,1.09,0.02,0.15,2.34,3.42
546,18.4,57.5,0.5,96.39,95.0,0.04,37.5,27.64,21.09,5.22,4.51,4.64,1.16,1.19,0.97,10.97,0.15,0.16,24.58,35.55
547,33.8,14.5,0.5,43.05,95.0,0.01,52.45,52.34,12.76,0.46,0.35,6.55,2.42,2.53,1.2,31.35,0.02,0.11,21.0,52.35
548,18.2,64.5,0.5,90.52,95.0,0.05,33.57,25.16,19.7,4.72,4.08,4.21,1.07,1.01,1.05,8.64,0.17,0.16,23.0,31.64
549,20.9,38.6,0.5,99.97,95.0,0.03,52.36,39.72,23.88,0.44,7.39,6.71,2.76,0.98,1.21,22.94,0.07,0.15,29.38,52.31
550,47.2,78.5,0.5,8.34,99.0,0.04,7.85,4.2,5.11,4.2,2.38,2.17,1.21,1.31,1.25,1.01,0.14,0.16,2.24,3.25
551,14.6,6.1,0.5,0.0,0.0,0.0,52.49,52.46,52.49,0.48,0.42,0.38,2.16,1.75,1.83,0,0.0,nan,0,0
552,35.2,82.7,0.5,0.0,0.0,0.0,16.01,9.3,8.47,4.5,3.57,2.92,1.03,1.04,0.97,0,0.0,nan,0,0
553,30.3,97.7,0.5,0.0,0.0,0.0,16.83,11.28,9.92,3.78,3.23,2.86,1.15,0.99,0.97,0,0.0,nan,0,0
554,30.1,30.9,0.5,97.91,95.0,0.03,52.4,29.17,14.74,0.44,13.23,6.12,2.48,1.31,1.2,32.21,0.05,0.14,20.15,52.36
555,44.4,37.7,0.5,2.4,99.0,0.01,13.75,5.3,6.02,8.83,3.42,2.79,1.13,1.39,1.27,1.12,0.04,0.15,2.28,3.4
556,30.1,89.6,0.5,0.0,0.0,0.0,18.35,11.96,10.31,4.05,3.44,3.02,1.0,1.07,1.0,0,0.0,nan,0,0
557,14.2,0.2,0.5,0.0,0.0,0.0,52.48,52.45,52.5,0.48,0.41,0.41,2.51,2.01,1.94,0,0.0,nan,0,0
558,21.1,58.7,0.5,94.27,95.0,0.05,35.14,24.82,18.48,5.34,4.61,4.56,1.04,1.23,1.14,10.83,0.14,0.16,22.13,32.96
559,44.4,4.2,0.5,1.82,99.0,0.01,52.41,5.75,6.39,0.42,4.37,3.31,2.72,1.43,1.31,1.16,0.03,0.15,2.25,3.41
560,40.6,86.7,0.5,0.16,99.0,0.0,11.6,6.26,6.56,4.32,3.06,2.56,1.13,1.21,1.13,1.08,0.0,0.15,2.31,3.38
561,13.7,85.1,0.5,55.73,95.0,0.04,27.84,22.06,19.14,3.69,3.19,3.33,1.04,1.04,0.9,3.99,0.23,0.16,21.9,25.89
562,34.2,91.4,0.5,0.0,0.0,0.0,15.29,9.33,8.55,4.1,3.35,2.82,1.19,1.13,1.03,0,0.0,nan,0,0
563,4.3,55.4,0.5,93.74,95.0,0.04,44.84,37.08,31.5,4.45,3.86,4.2,1.11,1.08,1.06,8.34,0.19,0.16,34.76,43.11
564,10.0,75.0,0.5,72.59,95.0,0.04,32.67,26.34,22.75,3.88,3.37,3.57,1.04,1.08,0.94,5.27,0.23,0.17,25.58,30.85
565,11.7,60.7,0.5,93.65,95.0,0.04,38.85,30.77,25.2,4.57,3.96,4.26,1.06,1.04,0.93,8.64,0.18,0.16,28.37,37.01
566,23.3,20.7,0.5,1.9,95.0,0.0,52.45,52.39,30.38,0.48,0.39,13.2,2.63,2.28,1.22,0.09,0.36,0.12,52.16,52.25
567,37.6,79.2,0.5,0.0,99.0,0.0,14.71,7.87,7.66,4.72,3.53,2.84,1.03,1.3,1.02,0.3,0.0,0.04,2.63,2.93
568,4.4,80.7,0.5,52.92,95.0,0.03,32.66,27.18,24.18,3.56,3.08,3.24,1.0,1.02,1.14,3.61,0.24,0.17,27.11,30.71
569,11.6,58.0,0.5,95.72,95.0,0.04,40.63,32.09,25.95,4.72,4.09,4.4,1.03,1.05,1.03,9.41,0.17,0.16,29.32,38.73
570,44.3,52.2,0.5,2.46,99.0,0.01,11.86,5.18,5.87,6.42,3.17,2.64,1.12,1.4,1.34,1.14,0.04,0.15,2.27,3.4
571,29.5,18.9,0.5,12.65,95.0,0.0,52.45,52.36,17.94,0.47,0.36,8.79,2.49,2.21,1.19,15.21,0.01,0.11,37.09,52.3
