idx,Bstart [%],Bend [%],Vload [CV],Yield [%],Purity [%],Prod [g/(l*CV)],tretA [CV],tretBC [CV],tretD [CV],peakwidthA [CV],peakwidthBC [CV],peakwidthD [CV],assymetryA [-],assymetryBC [-],assymetryD [-],poolVolume [CV],poolConcBC [g/l],poolConcSalt [M],cut1 [CV],cut2 [CV]
915,15.4,72.7,0.5,79.92,95.0,0.04,31.14,24.08,20.12,4.18,3.62,3.79,1.2,1.26,0.94,6.38,0.21,0.17,23.05,29.43
916,46.9,34.0,0.5,6.55,99.0,0.03,10.55,4.44,5.45,7.6,2.88,2.54,1.29,1.45,1.25,1.03,0.11,0.15,2.27,3.3
917,29.2,8.0,0.5,0.0,0.0,0.0,52.46,52.41,52.33,0.47,0.39,0.26,2.61,2.39,1.56,0,0.0,nan,0,0
918,29.0,98.7,0.5,0.0,0.0,0.0,17.52,11.84,10.36,3.72,3.19,2.87,0.99,1.08,1.03,0,0.0,nan,0,0
919,38.7,42.8,0.5,0.0,99.0,0.0,23.1,8.76,7.93,10.47,5.02,3.42,1.08,1.29,1.17,0.7,0.0,0.13,2.4,3.11
920,3.4,48.5,0.5,97.67,95.0,0.03,52.3,41.71,35.2,0.47,4.17,4.57,1.66,1.24,0.98,10.11,0.16,0.17,38.63,48.74
921,13.8,25.8,0.5,0.0,0.0,0.0,52.46,52.4,52.3,0.48,0.4,9.51,2.27,2.04,0.02,0,0.0,nan,0,0
922,8.2,26.8,0.5,0.0,0.0,0.0,52.46,52.4,52.33,0.48,0.4,0.29,2.11,1.97,1.27,0,0.0,nan,0,0
923,10.9,40.0,0.5,99.43,95.0,0.03,52.4,46.29,34.51,0.45,5.45,5.98,2.16,1.11,1.04,13.26,0.12,0.16,39.08,52.34
924,30.1,86.4,0.5,0.0,0.0,0.0,18.85,12.11,10.43,4.18,3.54,3.09,1.05,1.2,1.0,0,0.0,nan,0,0
925,9.8,73.4,0.5,75.33,95.0,0.04,33.37,26.93,23.23,3.93,3.41,3.63,1.05,1.07,0.9,5.53,0.23,0.17,26.04,31.57
926,30.1,7.9,0.5,0.0,0.0,0.0,52.46,52.4,52.34,0.47,0.38,37.69,2.57,2.33,0.0,0,0.0,nan,0,0
927,43.8,34.1,0.5,1.59,99.0,0.01,15.3,5.65,6.25,10.52,3.69,2.91,1.3,1.34,1.22,1.15,0.02,0.15,2.26,3.42
928,9.4,53.7,0.5,97.43,95.0,0.04,44.59,35.54,29.04,4.84,4.21,4.57,1.01,1.19,0.96,10.18,0.16,0.16,32.45,42.63
929,32.0,92.3,0.5,0.0,0.0,0.0,16.76,10.55,9.27,4.01,3.36,2.9,0.98,1.15,1.2,0,0.0,nan,0,0
930,16.3,74.9,0.5,74.56,98.0,0.05,29.97,23.09,19.11,4.12,3.57,3.71,1.06,1.05,1.02,4.9,0.25,0.16,22.13,27.04
931,20.3,67.9,0.5,84.73,95.0,0.05,30.68,22.43,17.69,4.64,4.01,4.04,1.1,1.14,1.04,7.85,0.18,0.17,20.89,28.74
932,2.9,41.4,0.5,98.11,95.0,0.03,52.37,47.89,39.49,0.46,4.58,5.07,2.77,1.19,1.11,8.89,0.18,0.16,43.45,52.34
933,31.3,33.5,0.5,92.16,95.0,0.03,52.35,23.28,13.21,0.43,10.51,5.44,2.95,1.18,1.16,34.24,0.04,0.15,18.04,52.28
934,29.9,25.7,0.5,86.59,95.0,0.03,52.42,52.29,15.65,0.46,0.35,6.97,2.74,2.39,1.3,29.31,0.05,0.13,23.07,52.39
935,0.7,92.5,0.5,18.61,95.0,0.01,30.21,25.49,23.53,3.22,2.79,2.87,1.07,1.25,1.04,1.31,0.23,0.14,26.6,27.91
936,49.4,5.6,0.5,10.92,99.0,0.06,52.38,3.84,5.1,0.4,2.58,2.5,2.42,1.67,1.24,0.93,0.19,0.16,2.23,3.16
937,36.2,32.9,0.5,39.38,95.0,0.02,52.34,12.91,9.44,0.41,7.52,4.19,2.19,1.18,1.29,17.86,0.04,0.14,14.32,32.18
938,7.8,14.3,0.5,0.0,0.0,0.0,52.47,52.44,52.47,0.48,0.42,0.38,2.43,1.89,1.98,0,0.0,nan,0,0
939,4.5,81.4,0.5,51.49,95.0,0.03,32.33,26.92,24.06,3.54,3.07,3.22,1.05,1.06,1.04,3.51,0.24,0.17,26.91,30.42
940,26.9,58.8,0.5,81.08,95.0,0.05,30.28,19.45,14.28,5.85,4.92,4.29,1.18,0.98,0.92,10.18,0.13,0.16,17.66,27.84
941,32.9,60.2,0.5,29.44,95.0,0.02,23.88,12.98,10.35,6.2,4.8,3.63,0.95,1.05,0.96,5.41,0.09,0.15,14.2,19.61
942,37.1,25.8,0.5,40.43,95.0,0.01,52.38,12.38,9.33,0.42,8.46,4.31,2.42,1.43,1.2,37.8,0.02,0.14,14.41,52.21
943,38.2,77.6,0.5,0.0,99.0,0.0,14.37,7.6,7.39,4.81,3.52,2.82,1.1,1.28,1.17,0.55,0.0,0.13,2.52,3.08
944,38.6,97.7,0.5,0.01,99.0,0.0,11.9,6.92,6.92,3.93,3.01,2.55,1.18,1.11,1.17,0.85,0.0,0.14,2.36,3.2
945,13.9,52.3,0.5,98.72,95.0,0.04,43.82,33.78,26.0,5.27,4.58,4.9,1.11,1.11,1.1,12.01,0.14,0.16,29.81,41.83
946,6.6,0.9,0.5,0.0,0.0,0.0,52.49,52.46,52.52,0.48,0.42,0.44,2.17,1.79,1.95,0,0.0,nan,0,0
947,32.8,77.4,0.5,0.0,0.0,0.0,18.76,11.18,9.54,4.71,3.85,3.15,1.06,1.12,1.1,0,0.0,nan,0,0
948,49.5,22.8,0.5,11.46,99.0,0.06,8.44,3.79,5.01,6.89,2.43,2.35,1.36,1.63,1.19,0.93,0.2,0.17,2.22,3.15
949,4.5,2.8,0.5,0.0,0.0,0.0,52.47,52.44,52.53,0.48,0.42,0.44,2.72,2.3,1.78,0,0.0,nan,0,0
950,3.0,50.2,0.5,96.64,95.0,0.03,49.23,40.68,34.56,5.57,4.05,4.43,1.41,1.19,0.98,9.45,0.17,0.16,37.89,47.34
951,9.1,94.0,0.5,31.89,95.0,0.02,27.21,22.27,19.91,3.36,2.91,3.0,1.07,1.06,1.06,2.24,0.24,0.17,22.86,25.1
952,7.5,17.7,0.5,0.0,0.0,0.0,52.46,52.43,52.46,0.49,0.42,0.35,2.61,2.06,1.61,0,0.0,nan,0,0
953,46.1,16.2,0.5,4.61,99.0,0.02,52.35,4.8,5.75,0.4,3.36,2.84,2.89,1.49,1.32,1.08,0.07,0.15,2.27,3.35
954,38.9,24.3,0.5,18.75,95.0,0.01,52.39,9.74,8.34,0.42,6.88,3.93,2.17,1.47,1.2,15.1,0.02,0.14,13.81,28.91
955,24.9,63.6,0.5,81.3,95.0,0.05,29.58,19.94,15.06,5.22,4.47,4.15,1.06,1.06,1.01,8.88,0.15,0.16,18.39,27.27
956,40.0,46.0,0.5,0.03,99.0,0.0,19.16,7.53,7.34,8.88,4.41,3.19,1.05,1.36,1.18,0.94,0.0,0.13,2.35,3.29
957,45.2,10.8,0.5,3.0,99.0,0.01,52.38,5.21,6.08,0.41,3.8,3.05,2.73,1.51,1.27,1.08,0.05,0.16,2.31,3.39
958,3.3,64.5,0.5,81.62,95.0,0.04,39.7,32.96,28.72,4.02,3.48,3.74,1.02,1.14,1.17,6.11,0.22,0.17,31.8,37.91
959,43.2,6.0,0.5,0.78,99.0,0.0,52.42,6.44,6.81,0.42,5.01,3.51,2.46,1.45,1.27,1.13,0.01,0.15,2.29,3.42
960,20.5,91.9,0.5,38.06,95.0,0.03,23.01,17.24,14.74,3.69,3.19,3.18,1.13,1.19,1.08,3.06,0.21,0.16,17.79,20.86
961,31.4,22.4,0.5,74.25,95.0,0.02,52.45,52.31,14.59,0.46,0.35,6.79,2.06,2.34,1.18,30.36,0.04,0.12,22.02,52.38
962,13.1,43.4,0.5,99.9,95.0,0.03,52.34,41.2,30.62,0.44,5.32,5.73,2.06,1.18,0.96,16.55,0.1,0.16,34.88,51.43
963,10.2,75.9,0.5,71.08,95.0,0.04,32.22,25.99,22.47,3.86,3.34,3.54,1.1,1.12,0.97,5.13,0.23,0.16,25.32,30.45
964,14.9,99.4,0.5,25.45,95.0,0.02,23.77,18.81,16.76,3.37,2.92,2.97,1.19,1.19,0.93,1.89,0.22,0.16,19.71,21.6
965,28.5,15.7,0.5,3.27,95.0,0.0,52.46,52.38,20.39,0.47,0.38,11.04,2.39,2.56,1.44,0.13,0.43,0.14,52.14,52.27
966,43.5,26.7,0.5,1.19,99.0,0.01,52.32,5.96,6.45,40.58,4.02,3.07,0.01,1.31,1.21,1.13,0.02,0.14,2.29,3.42
967,41.1,28.3,0.5,0.11,99.0,0.0,52.32,7.38,7.19,0.4,4.98,3.4,2.71,1.37,1.29,1.03,0.0,0.15,2.32,3.36
968,24.3,89.1,0.5,33.28,95.0,0.03,21.68,15.6,12.98,3.89,3.35,3.22,1.17,1.06,1.19,3.06,0.18,0.15,16.27,19.33
969,34.1,59.8,0.5,17.6,95.0,0.02,22.36,11.82,9.58,6.32,4.73,3.51,1.1,1.05,1.09,3.82,0.08,0.14,13.84,17.66
970,29.0,88.3,0.5,9.54,95.0,0.01,19.17,12.85,10.93,4.07,3.47,3.09,1.13,1.0,0.95,1.21,0.13,0.11,14.66,15.87
971,44.2,36.0,0.5,2.08,99.0,0.01,14.06,5.48,6.08,9.46,3.53,2.84,1.34,1.28,1.3,1.14,0.03,0.15,2.27,3.41
972,43.2,18.2,0.5,0.87,99.0,0.0,52.36,6.24,6.57,0.41,4.47,3.26,2.86,1.39,1.36,1.16,0.01,0.15,2.27,3.42
973,49.7,29.8,0.5,12.09,99.0,0.06,7.83,3.72,4.91,6.09,2.34,2.28,1.44,1.64,1.22,0.84,0.24,0.16,2.29,3.13
974,5.6,97.4,0.5,17.35,95.0,0.01,27.47,22.88,20.93,3.22,2.79,2.86,1.17,1.15,0.97,1.24,0.23,0.12,23.98,25.21
975,45.6,15.1,0.5,3.73,99.0,0.02,52.36,5.01,5.84,0.4,3.55,2.93,2.77,1.49,1.42,1.12,0.06,0.15,2.25,3.37
976,4.9,16.9,0.5,0.0,0.0,0.0,52.48,52.44,52.48,0.49,0.42,0.37,2.15,1.75,1.62,0,0.0,nan,0,0
977,4.5,34.0,0.5,14.32,95.0,0.0,52.44,52.35,44.51,0.48,0.38,6.07,2.26,1.86,1.06,0.51,0.46,0.16,51.76,52.28
978,35.8,88.2,0.5,0.0,0.0,0.0,14.78,8.57,8.05,4.26,3.38,2.8,1.04,1.16,1.04,0,0.0,nan,0,0
979,1.6,23.5,0.5,0.0,0.0,0.0,52.47,52.41,52.41,0.49,0.42,0.33,2.18,2.29,1.89,0,0.0,nan,0,0
980,34.5,3.8,0.5,6.36,95.0,0.0,52.46,52.37,12.96,0.46,0.36,7.79,2.69,2.71,1.46,0.17,0.64,0.12,52.13,52.3
981,11.6,43.0,0.5,99.89,95.0,0.03,52.35,42.47,32.03,0.44,5.19,5.65,2.16,1.2,1.07,15.78,0.1,0.16,36.39,52.17
982,1.0,99.1,0.5,0.0,0.0,0.0,28.57,24.17,22.43,3.11,2.69,2.75,1.01,1.08,0.94,0,0.0,nan,0,0
983,43.9,12.0,0.5,1.45,99.0,0.01,52.37,5.82,6.47,0.41,4.33,3.25,3.11,1.5,1.24,1.14,0.02,0.14,2.28,3.42
984,6.8,42.8,0.5,99.65,95.0,0.03,52.38,45.15,36.17,0.45,4.76,5.27,1.93,1.12,0.95,12.21,0.14,0.16,40.08,52.29
985,34.3,14.8,0.5,51.89,95.0,0.02,52.46,52.33,12.23,0.46,0.35,6.25,2.3,2.65,1.24,32.63,0.03,0.11,19.73,52.36
986,25.0,11.2,0.5,0.0,0.0,0.0,52.46,52.43,52.34,0.48,0.4,0.27,2.5,1.83,1.72,0,0.0,nan,0,0
987,24.8,91.9,0.5,25.44,95.0,0.02,20.86,15.0,12.62,3.81,3.3,3.13,1.12,0.97,1.06,2.43,0.17,0.15,15.89,18.32
988,10.8,96.8,0.5,28.05,95.0,0.02,25.93,21.02,18.93,3.33,2.89,2.97,1.13,1.17,0.91,2.0,0.23,0.17,21.8,23.8
989,36.6,27.3,0.5,44.81,95.0,0.01,52.38,13.14,9.58,0.42,8.59,4.36,2.27,1.32,1.17,35.43,0.02,0.13,14.54,49.97
990,13.2,6.9,0.5,0.0,0.0,0.0,52.49,52.43,52.49,0.48,0.42,0.39,2.11,2.37,1.86,0,0.0,nan,0,0
991,25.4,40.8,0.5,99.36,95.0,0.03,52.3,29.95,18.03,0.43,7.61,5.92,2.51,1.25,1.14,24.39,0.07,0.15,22.88,47.27
992,18.1,1.1,0.5,0.0,0.0,0.0,52.48,52.44,52.48,0.48,0.41,0.38,2.52,2.14,2.11,0,0.0,nan,0,0
993,32.7,54.4,0.5,42.87,95.0,0.03,26.5,14.02,10.57,7.06,5.3,3.86,1.19,1.08,1.19,7.96,0.09,0.16,14.59,22.55
994,34.5,98.2,0.5,0.0,0.0,0.0,14.35,8.91,8.17,3.86,3.18,2.71,1.12,1.06,1.2,0,0.0,nan,0,0
995,35.9,39.9,0.5,30.85,95.0,0.02,32.54,12.07,9.38,12.98,6.43,3.95,1.08,1.32,1.22,10.4,0.05,0.15,14.05,24.46
996,21.0,97.3,0.5,25.7,95.0,0.02,21.78,16.35,14.05,3.56,3.08,3.04,1.02,1.05,1.1,2.14,0.2,0.16,17.22,19.36
997,19.3,41.0,0.5,99.96,95.0,0.03,52.34,38.62,24.88,0.44,6.51,6.34,2.31,1.05,1.21,22.1,0.07,0.16,30.03,52.13
998,49.9,0.5,0.5,11.86,99.0,0.06,54.99,3.77,5.0,0.64,2.49,2.47,0.15,1.59,1.26,0.91,0.21,0.17,2.22,3.13
999,46.3,25.5,0.5,5.27,99.0,0.03,12.14,4.74,5.65,9.91,3.13,2.7,1.4,1.33,1.24,1.0,0.09,0.16,2.33,3.33
