idx,Bstart [%],Bend [%],Vload [CV],Yield [%],Purity [%],Prod [g/(l*CV)],tretA [CV],tretBC [CV],tretD [CV],peakwidthA [CV],peakwidthBC [CV],peakwidthD [CV],assymetryA [-],assymetryBC [-],assymetryD [-],poolVolume [CV],poolConcBC [g/l],poolConcSalt [M],cut1 [CV],cut2 [CV]
173,22.9,82.0,9.7,49.74,95.0,0.72,28.73,11.61,6.66,9.26,4.67,1.13,0.82,0.15,3.14,10.35,1.54,0.13,11.86,22.21
174,22.5,26.9,2.2,87.97,95.0,0.12,54.11,53.98,14.99,0.46,0.36,6.32,2.32,2.39,1.93,28.76,0.22,0.13,25.3,54.07
175,47.3,21.1,5.9,0.0,0.0,0.0,11.01,7.81,7.65,7.65,0.53,0.25,1.34,2.98,1.95,0,0.0,nan,0,0
176,7.1,52.4,9.5,58.67,95.0,0.44,49.57,9.03,6.66,11.45,2.78,1.13,0.77,0.75,3.14,29.39,0.63,0.11,12.45,41.83
177,6.6,82.0,5.1,99.28,95.0,0.53,33.26,23.76,10.96,4.7,10.65,7.91,1.41,0.84,5.62,14.32,1.18,0.15,17.5,31.81
178,44.3,70.3,2.4,0.0,0.0,0.0,10.44,5.17,5.34,5.53,1.83,1.27,1.07,2.61,1.78,0,0.0,nan,0,0
179,44.9,48.6,0.3,2.78,99.0,0.01,10.97,4.66,5.34,6.64,2.94,2.48,1.17,1.4,1.29,0.99,0.03,0.16,2.1,3.09
180,0.2,49.2,4.6,99.05,98.0,0.32,50.85,36.63,21.94,7.98,13.32,10.41,2.27,1.18,3.2,17.25,0.87,0.14,29.8,47.05
181,15.1,14.1,3.5,3.56,95.0,0.01,55.45,55.37,19.14,0.46,0.37,11.75,2.32,2.4,3.18,0.08,5.09,0.12,55.18,55.26
182,15.8,84.0,0.1,57.97,95.0,0.01,26.9,20.91,17.77,3.78,3.28,3.39,1.01,0.99,0.97,4.27,0.05,0.17,20.64,24.91
183,37.5,83.9,1.3,0.0,0.0,0.0,13.78,6.61,6.17,4.77,3.38,1.93,1.15,1.9,1.44,0,0.0,nan,0,0
184,46.3,71.3,9.0,0.0,0.0,0.0,11.03,10.94,6.66,5.05,0.51,1.13,31.71,2.41,3.14,0,0.0,nan,0,0
185,14.5,37.2,4.0,99.95,95.0,0.24,55.84,30.8,13.53,0.44,21.38,7.19,2.59,2.47,3.61,33.13,0.4,0.14,22.64,55.77
186,49.9,58.9,3.7,0.0,0.0,0.0,8.35,5.79,5.86,5.29,0.74,0.62,1.05,3.12,2.12,0,0.0,nan,0,0
187,21.4,27.5,0.6,36.94,95.0,0.01,52.5,52.39,25.8,0.47,0.37,9.05,2.74,2.47,1.14,10.32,0.07,0.13,42.09,52.41
188,5.1,83.5,2.9,93.68,95.0,0.29,32.36,23.31,19.32,3.91,5.46,3.85,1.17,2.52,1.58,8.99,1.01,0.16,21.94,30.93
189,46.8,24.9,2.7,0.0,0.0,0.0,10.14,5.23,5.35,8.83,1.41,1.08,1.26,2.31,2.06,0,0.0,nan,0,0
190,25.5,19.0,3.8,80.73,95.0,0.18,55.73,55.62,8.11,0.45,0.36,2.48,2.23,2.4,2.93,43.78,0.23,0.12,11.9,55.67
191,47.8,88.4,8.1,0.0,0.0,0.0,10.17,10.07,6.66,4.6,0.51,1.13,25.44,2.02,3.14,0,0.0,nan,0,0
192,31.5,91.3,9.4,38.03,95.0,0.76,21.62,11.35,6.66,8.43,0.64,1.13,0.86,2.94,3.14,3.97,2.99,0.14,11.67,15.63
193,27.5,72.0,0.6,64.88,95.0,0.06,23.93,14.77,11.55,4.9,4.27,3.23,1.02,1.13,0.93,7.22,0.18,0.16,14.26,21.48
194,36.6,45.1,7.6,60.14,95.0,1.0,20.83,9.48,6.66,14.68,0.58,1.13,1.45,2.6,3.14,5.42,2.77,0.15,9.66,15.08
195,32.2,28.6,0.6,89.53,95.0,0.03,52.47,18.63,11.13,0.43,11.24,4.52,2.89,1.73,1.08,37.23,0.05,0.14,15.2,52.43
196,46.3,12.7,4.8,0.0,0.0,0.0,11.22,6.78,6.74,50.18,0.6,0.31,10.2,3.96,2.57,0,0.0,nan,0,0
197,17.2,29.8,7.4,82.83,95.0,0.34,59.31,7.91,6.66,0.44,2.16,1.13,2.13,3.53,3.14,49.59,0.41,0.12,9.64,59.22
198,48.8,26.0,6.6,0.0,0.0,0.0,8.61,8.52,6.68,5.22,0.49,2.03,32.76,2.34,5.97,0,0.0,nan,0,0
199,15.0,55.7,4.0,99.52,95.0,0.35,39.99,22.46,12.14,6.56,12.98,5.81,1.58,2.32,3.6,20.31,0.65,0.14,17.91,38.22
200,8.4,16.2,2.2,0.0,0.0,0.0,54.12,54.06,53.98,0.47,0.39,0.28,2.06,1.98,1.9,0,0.0,nan,0,0
201,45.3,49.7,2.3,0.0,0.0,0.0,10.62,5.1,5.28,6.84,1.79,1.32,1.1,2.07,1.66,0,0.0,nan,0,0
202,45.3,99.6,4.6,0.0,0.0,0.0,10.49,6.58,6.58,4.63,0.73,0.37,1.02,5.43,2.34,0,0.0,nan,0,0
203,7.0,19.2,1.0,0.0,0.0,0.0,52.95,52.92,52.86,0.48,0.4,0.3,2.57,1.83,1.95,0,0.0,nan,0,0
204,17.1,9.1,2.5,0.0,0.0,0.0,54.43,54.38,54.31,0.46,0.38,0.26,2.18,1.96,1.38,0,0.0,nan,0,0
205,12.9,57.0,8.9,65.5,95.0,0.52,43.1,8.85,6.66,10.89,2.13,1.13,0.92,0.52,3.14,25.54,0.75,0.12,11.25,36.79
206,37.5,41.3,4.2,41.68,95.0,0.39,21.13,6.54,6.45,12.59,2.5,0.62,1.56,8.85,2.88,6.42,0.9,0.15,8.54,14.96
207,26.2,37.7,3.4,96.73,95.0,0.24,55.26,12.79,8.22,0.43,11.45,2.53,2.55,5.76,2.68,34.55,0.32,0.14,11.16,45.7
208,3.1,27.8,9.7,50.85,95.0,0.27,61.57,61.48,6.66,0.45,0.38,1.13,2.21,2.19,3.14,47.38,0.34,0.1,14.08,61.46
209,6.3,50.3,6.3,99.79,95.0,0.45,48.76,33.54,6.67,7.98,22.0,0.65,1.4,0.58,1.31,32.17,0.65,0.12,14.09,46.26
210,43.1,21.6,2.8,0.0,0.0,0.0,54.62,5.49,5.57,0.4,1.9,1.14,2.84,3.22,2.0,0,0.0,nan,0,0
211,12.4,40.0,4.5,99.95,95.0,0.28,56.33,32.6,12.26,0.44,21.4,7.61,2.7,1.35,4.38,32.23,0.46,0.14,21.86,54.09
212,47.7,84.9,8.7,0.0,0.0,0.0,10.74,10.67,6.66,4.27,0.5,1.13,28.36,2.01,3.14,0,0.0,nan,0,0
213,1.1,3.2,7.1,12.46,95.0,0.05,59.04,58.95,6.66,0.45,0.4,1.13,2.38,2.35,3.14,24.8,0.12,0.06,34.09,58.89
214,44.8,47.3,5.9,0.0,0.0,0.0,12.52,7.88,7.7,7.81,0.57,0.25,1.08,2.92,2.38,0,0.0,nan,0,0
215,0.0,39.2,9.3,62.84,95.0,0.35,61.13,9.03,6.66,0.45,2.52,1.13,2.04,0.59,3.14,39.62,0.49,0.1,15.84,55.45
216,41.3,85.5,9.7,0.0,0.0,0.0,15.75,11.65,6.66,8.17,0.55,1.13,0.97,2.46,3.14,0,0.0,nan,0,0
217,12.4,10.9,1.6,0.0,0.0,0.0,53.6,53.54,53.52,0.47,0.39,0.29,2.17,2.1,1.66,0,0.0,nan,0,0
218,26.1,68.2,9.4,51.0,95.0,0.74,29.46,11.34,6.66,11.65,4.07,1.13,0.83,0.15,3.14,10.06,1.58,0.13,11.55,21.62
219,36.1,64.7,7.7,58.23,95.0,1.02,19.24,9.6,6.66,9.85,0.59,1.13,1.27,2.62,3.14,4.73,3.13,0.15,9.79,14.51
220,22.9,55.2,0.5,95.49,95.0,0.05,35.6,23.11,16.53,5.95,5.21,4.6,1.14,1.28,1.08,13.21,0.12,0.16,20.13,33.34
221,39.1,23.3,9.2,0.0,0.0,0.0,61.06,11.14,6.66,0.41,0.55,1.13,2.5,2.37,3.14,0,0.0,nan,0,0
222,32.3,30.4,1.4,83.31,95.0,0.07,53.22,13.45,8.93,0.42,8.95,3.06,2.64,2.07,1.29,41.03,0.09,0.14,12.09,53.12
223,12.6,63.6,7.0,92.1,95.0,0.6,38.59,7.56,6.66,7.7,0.37,1.13,1.15,0.71,3.14,26.17,0.82,0.13,9.39,35.56
224,5.6,7.0,5.3,0.0,0.0,0.0,57.22,57.15,57.09,0.45,0.37,0.22,2.33,2.56,1.59,0,0.0,nan,0,0
225,29.1,38.8,2.3,91.94,95.0,0.18,54.13,13.0,8.64,0.42,8.86,2.7,1.99,3.32,1.83,28.41,0.25,0.15,11.45,39.86
226,30.1,1.0,3.1,50.08,95.0,0.09,55.04,54.95,7.63,0.45,0.36,2.21,2.48,2.24,2.29,43.69,0.12,0.09,11.26,54.95
227,23.0,95.9,6.5,90.64,95.0,0.9,23.71,8.52,6.66,5.49,4.4,2.08,1.26,24.64,6.57,12.79,1.52,0.14,8.87,21.66
228,44.2,47.5,2.4,0.0,0.0,0.0,11.57,5.24,5.41,7.48,1.88,1.28,1.26,2.57,1.65,0,0.0,nan,0,0
229,12.4,96.1,7.1,90.7,95.0,0.79,29.03,7.62,6.66,5.29,15.54,1.13,1.2,60.42,3.14,17.51,1.21,0.13,9.46,26.96
230,15.4,2.2,5.0,3.75,95.0,0.01,56.96,56.88,8.63,0.45,0.37,2.96,2.65,2.88,4.1,0.08,8.17,0.12,56.72,56.79
231,33.7,42.0,2.6,63.19,95.0,0.22,29.93,8.62,6.63,12.83,6.27,1.52,1.42,2.12,2.03,15.43,0.36,0.15,9.24,24.67
232,33.4,92.5,2.3,41.21,95.0,0.24,16.05,8.1,6.57,4.49,4.3,1.46,1.2,1.68,1.84,4.35,0.74,0.16,9.13,13.49
233,1.7,33.8,4.3,92.81,95.0,0.23,56.15,56.05,26.52,0.45,0.38,12.26,2.77,2.11,3.44,17.76,0.74,0.13,38.37,56.13
234,34.1,19.8,8.0,62.7,95.0,0.74,59.86,9.92,6.66,0.43,0.58,1.13,2.83,2.56,3.14,12.37,1.34,0.14,10.05,22.42
235,37.0,50.5,2.1,28.11,95.0,0.14,20.33,6.84,6.1,8.88,4.42,1.58,1.25,2.74,1.92,5.24,0.38,0.15,9.44,14.68
236,48.5,31.2,8.2,0.0,0.0,0.0,10.21,10.14,6.66,3.88,0.5,1.13,26.63,2.03,3.14,0,0.0,nan,0,0
237,11.5,22.1,7.6,59.93,95.0,0.25,59.52,59.44,6.66,0.45,0.38,1.13,2.75,2.53,3.14,48.84,0.31,0.1,10.61,59.45
238,14.7,95.2,5.0,98.7,95.0,0.64,26.77,17.49,8.56,4.45,9.49,4.14,1.41,1.05,6.77,12.79,1.28,0.15,12.6,25.39
239,9.4,22.3,4.2,45.81,95.0,0.11,56.16,56.06,19.59,0.46,0.38,13.88,2.22,2.01,4.25,11.59,0.55,0.11,44.48,56.06
240,33.3,94.9,1.5,23.87,95.0,0.1,15.59,8.32,6.98,4.22,3.86,1.79,1.09,1.55,1.44,2.68,0.46,0.14,9.96,12.64
241,19.7,21.3,9.7,47.59,95.0,0.25,61.63,61.57,6.66,0.44,54.02,1.13,2.54,0.0,3.14,49.47,0.31,0.11,12.05,61.52
242,7.1,5.2,0.7,0.0,0.0,0.0,52.67,52.64,52.7,0.47,0.41,0.39,2.36,1.88,1.61,0,0.0,nan,0,0
243,19.7,89.8,8.8,62.58,95.0,0.76,28.5,8.85,6.66,7.38,3.92,1.13,0.85,1.8,3.14,12.97,1.41,0.13,11.02,23.99
244,36.6,99.8,9.3,0.0,0.0,0.0,17.8,11.25,6.66,7.37,0.6,1.13,0.96,2.8,3.14,0,0.0,nan,0,0
245,16.5,18.6,9.4,41.73,95.0,0.21,61.26,61.18,6.66,0.44,0.38,1.13,2.56,2.62,3.14,49.12,0.26,0.1,12.05,61.16
246,37.3,3.2,6.7,68.81,95.0,0.59,58.59,8.61,6.66,0.42,0.56,2.07,2.59,2.81,6.6,16.84,0.9,0.13,8.87,25.72
247,18.9,37.4,3.4,99.9,95.0,0.2,55.21,23.47,12.54,0.44,18.87,5.51,2.82,6.77,2.72,35.72,0.31,0.14,19.33,55.05
248,8.5,0.3,2.9,0.0,0.0,0.0,54.82,54.77,54.77,0.45,0.38,0.29,2.5,2.55,2.14,0,0.0,nan,0,0
249,17.6,95.6,1.3,72.36,95.0,0.14,23.73,16.82,14.21,3.65,3.59,2.74,1.06,1.44,1.03,5.73,0.55,0.17,16.33,22.06
250,48.2,20.7,3.6,0.0,0.0,0.0,9.46,5.78,5.87,7.94,0.85,0.66,1.17,3.49,2.02,0,0.0,nan,0,0
251,41.1,82.2,4.4,0.0,0.0,0.0,12.85,6.5,6.5,5.54,1.28,0.47,1.25,7.59,2.44,0,0.0,nan,0,0
252,2.5,47.3,3.8,99.55,95.0,0.25,55.57,35.69,24.66,6.17,11.53,8.3,0.05,2.22,2.79,18.42,0.68,0.15,31.42,49.84
253,46.0,19.3,3.7,0.0,0.0,0.0,11.33,5.9,5.94,10.06,0.99,0.67,1.18,3.58,2.52,0,0.0,nan,0,0
254,44.8,3.0,4.2,0.0,0.0,0.0,56.05,6.28,6.28,0.4,0.84,0.5,2.75,4.15,2.63,0,0.0,nan,0,0
255,40.6,76.7,0.5,0.09,99.0,0.0,12.07,5.89,6.05,4.93,3.12,2.43,1.14,1.4,1.19,0.82,0.0,0.14,2.32,3.14
256,1.7,6.3,9.2,9.34,95.0,0.05,61.12,61.04,6.66,0.45,0.4,1.13,2.16,2.26,3.14,32.78,0.09,0.06,28.17,60.95
257,12.9,74.7,9.0,63.62,95.0,0.62,35.73,8.85,6.66,8.33,2.24,1.13,0.87,0.6,3.14,19.32,0.98,0.12,11.38,30.7
258,17.0,27.2,9.6,55.89,95.0,0.29,61.48,9.03,6.66,0.45,54.09,1.13,2.06,33.0,3.14,49.46,0.36,0.12,11.84,61.3
259,30.8,26.2,7.2,79.33,95.0,0.49,59.05,9.13,6.66,0.43,0.6,1.13,2.78,2.77,3.14,29.2,0.65,0.13,9.23,38.43
260,15.8,27.6,0.1,3.77,95.0,0.0,52.09,52.01,38.36,0.48,0.39,9.7,2.19,2.3,1.26,0.1,0.17,0.14,51.79,51.89
261,37.8,91.6,6.4,52.45,95.0,0.9,15.41,8.34,8.14,5.94,0.65,1.88,1.3,3.11,0.09,3.37,3.28,0.15,8.87,12.24
262,47.2,2.4,2.4,0.0,0.0,0.0,54.3,5.0,5.23,0.4,1.54,1.25,2.58,2.19,1.77,0,0.0,nan,0,0
263,23.8,95.7,9.5,50.42,95.0,0.78,25.82,11.49,6.66,7.76,4.5,1.13,0.84,0.15,3.14,8.76,1.82,0.13,11.71,20.47
264,19.3,25.1,4.4,85.97,95.0,0.22,56.29,56.17,9.19,0.45,0.37,3.72,2.08,2.1,3.86,38.79,0.32,0.12,17.44,56.24
265,24.7,92.8,1.9,78.72,95.0,0.26,21.01,12.75,10.12,4.05,4.33,2.32,1.15,1.77,1.11,7.26,0.69,0.16,12.07,19.33
266,40.1,73.8,8.2,0.0,0.0,0.0,15.86,10.16,6.66,8.08,0.56,1.13,1.15,2.68,3.14,0,0.0,nan,0,0
267,38.6,60.7,3.3,15.76,95.0,0.16,16.16,6.17,6.04,7.25,2.83,0.94,1.22,4.95,2.04,1.78,0.98,0.13,8.96,10.75
268,16.0,36.2,7.8,78.69,95.0,0.38,59.69,8.26,6.66,0.44,2.44,1.13,2.49,1.98,3.14,43.32,0.47,0.12,10.08,53.4
269,4.0,19.7,7.6,47.27,95.0,0.2,59.46,59.37,6.66,0.45,0.39,1.13,2.48,2.32,3.14,44.2,0.27,0.09,15.17,59.37
270,12.4,6.5,0.4,0.0,0.0,0.0,52.42,52.36,52.42,0.48,0.41,0.37,2.17,2.35,1.8,0,0.0,nan,0,0
271,27.6,32.6,9.8,44.93,95.0,0.57,61.64,11.75,6.66,0.43,0.62,1.13,2.76,2.58,3.14,13.77,1.06,0.12,11.97,25.73
272,44.2,98.8,2.7,0.0,0.0,0.0,9.72,5.35,5.43,4.39,1.67,1.09,1.09,2.76,2.14,0,0.0,nan,0,0
273,4.2,9.6,5.0,0.0,0.0,0.0,56.96,56.89,56.83,0.45,0.37,0.23,2.38,2.71,1.87,0,0.0,nan,0,0
274,35.5,44.7,2.4,46.53,95.0,0.19,24.63,7.63,6.41,11.11,5.31,1.5,1.49,2.34,1.53,10.09,0.37,0.15,9.24,19.33
275,20.8,62.0,6.8,91.83,95.0,0.67,33.79,8.73,6.66,8.81,0.85,1.06,1.3,4.7,2.9,21.66,0.95,0.14,8.96,30.62
276,37.4,84.7,6.7,61.79,95.0,1.05,16.17,8.61,6.66,6.59,0.6,2.07,1.31,2.95,6.6,4.05,3.38,0.16,8.92,12.97
277,6.1,84.1,3.0,94.15,95.0,0.31,31.83,22.76,18.59,3.94,5.61,3.92,1.23,2.41,1.63,9.18,1.02,0.16,21.27,30.46
278,28.3,37.3,7.4,78.25,95.0,0.59,59.24,9.34,6.66,0.43,0.62,1.13,2.06,2.97,3.14,23.25,0.83,0.13,9.45,32.7
279,10.0,24.7,2.5,16.84,95.0,0.03,54.46,54.36,33.89,0.47,0.38,11.47,2.34,2.08,2.04,1.0,1.41,0.11,53.31,54.32
280,7.7,88.4,5.8,99.48,95.0,0.64,31.62,22.84,6.46,4.78,12.16,0.22,1.35,0.59,1.06,15.75,1.22,0.14,14.32,30.07
281,16.3,39.6,9.9,51.9,95.0,0.4,61.74,9.03,6.66,0.44,4.54,1.13,2.54,1.85,3.14,30.01,0.57,0.12,12.22,42.23
282,25.4,23.1,8.1,69.36,95.0,0.31,59.98,10.04,6.66,0.44,2.81,1.13,2.76,0.2,3.14,49.71,0.37,0.12,10.19,59.89
283,32.7,99.1,1.1,9.94,95.0,0.03,15.18,8.75,7.49,3.98,3.55,2.01,1.2,1.32,1.16,1.17,0.31,0.13,10.84,12.01
284,23.7,81.9,8.4,66.17,95.0,0.81,27.18,10.34,6.66,8.1,3.35,1.13,0.99,0.22,3.14,12.2,1.51,0.14,10.52,22.72
285,45.7,4.0,3.0,0.0,0.0,0.0,54.9,5.44,5.56,0.4,1.39,0.98,2.42,2.82,2.0,0,0.0,nan,0,0
286,6.0,19.0,9.7,31.79,95.0,0.17,61.64,61.55,6.66,0.45,0.39,1.13,2.07,2.4,3.14,46.88,0.22,0.09,14.63,61.51
287,29.2,93.0,3.8,79.04,95.0,0.57,19.24,9.31,7.03,4.7,5.55,1.21,1.25,2.55,2.28,8.48,1.17,0.16,8.87,17.35
288,43.3,44.9,2.7,0.0,0.0,0.0,12.76,5.45,5.53,8.22,1.91,1.17,1.24,2.75,1.82,0,0.0,nan,0,0
289,38.9,94.6,1.1,0.0,99.0,0.0,11.87,6.03,5.89,4.28,2.93,1.95,1.18,1.82,1.43,0.35,0.0,0.11,2.98,3.33
290,29.8,62.0,2.3,80.06,95.0,0.26,25.15,11.02,8.07,6.5,6.08,2.09,1.23,2.25,1.47,12.25,0.49,0.15,10.33,22.58
291,18.4,14.1,2.1,0.0,0.0,0.0,54.07,54.01,53.92,0.46,0.38,29.9,2.38,2.06,0.01,0,0.0,nan,0,0
292,12.7,59.9,6.6,98.58,95.0,0.57,39.95,25.41,6.68,7.75,23.51,0.87,1.26,0.49,1.99,27.91,0.77,0.13,9.37,37.28
293,10.2,1.1,3.3,0.0,0.0,0.0,55.31,55.25,55.21,0.45,0.38,0.26,2.03,2.04,1.73,0,0.0,nan,0,0
294,33.9,18.5,3.2,68.2,95.0,0.13,55.1,8.29,6.51,0.43,6.2,1.27,2.65,2.22,2.34,46.0,0.16,0.13,9.03,55.03
295,10.2,79.5,5.5,99.53,95.0,0.58,32.88,22.74,7.8,5.17,12.73,2.96,1.33,0.68,10.7,16.73,1.09,0.14,14.47,31.2
296,3.2,10.1,4.0,0.0,0.0,0.0,55.96,55.9,55.83,0.45,0.38,0.26,2.17,2.04,1.85,0,0.0,nan,0,0
297,27.5,63.9,1.0,80.34,95.0,0.11,26.58,15.06,11.1,5.63,5.05,3.24,1.22,1.4,1.23,10.46,0.25,0.16,13.86,24.32
298,8.2,69.5,4.2,98.95,95.0,0.39,36.49,24.47,15.44,4.98,9.71,6.58,1.35,1.66,3.1,14.44,0.94,0.15,20.5,34.93
299,14.2,30.8,9.5,57.8,95.0,0.31,61.42,9.03,6.66,0.45,2.78,1.13,2.05,0.75,3.14,46.35,0.39,0.11,11.88,58.23
300,15.6,56.7,3.6,99.33,95.0,0.32,39.07,21.66,13.05,6.3,11.52,5.6,1.5,3.17,3.01,18.98,0.63,0.15,18.32,37.3
301,20.8,86.4,10.0,47.31,95.0,0.68,29.59,11.89,6.66,8.79,5.11,1.13,0.7,0.15,3.14,10.66,1.46,0.12,12.2,22.86
302,18.2,19.7,7.3,64.39,95.0,0.26,59.22,59.13,6.66,0.45,0.37,1.13,2.31,2.26,3.14,49.34,0.32,0.11,9.8,59.14
303,10.2,0.6,9.0,8.44,95.0,0.04,60.93,60.87,6.66,0.45,0.39,1.13,2.63,2.28,3.14,44.34,0.06,0.06,16.43,60.77
304,21.2,82.0,4.1,96.88,95.0,0.54,25.95,13.22,8.66,5.0,8.63,2.82,1.45,3.46,2.97,13.11,1.01,0.15,11.33,24.44
305,44.1,46.1,1.7,0.23,99.0,0.0,11.64,5.01,5.22,7.58,2.26,1.67,1.23,2.04,1.68,0.28,0.05,0.11,3.51,3.79
306,0.7,55.2,6.4,99.66,95.0,0.47,47.44,35.16,6.67,6.85,18.12,0.76,1.36,0.54,1.72,28.18,0.75,0.12,17.11,45.29
307,45.5,8.9,6.3,0.0,0.0,0.0,58.14,8.2,8.02,0.4,0.52,1.72,2.51,2.62,0.09,0,0.0,nan,0,0
308,18.5,50.4,1.5,99.06,95.0,0.13,42.31,25.93,18.1,6.37,7.1,5.15,1.11,2.25,1.44,17.43,0.29,0.15,22.56,39.99
309,14.2,52.1,9.3,60.54,95.0,0.49,45.96,9.03,6.66,12.87,2.51,1.13,0.82,0.58,3.14,26.08,0.71,0.12,11.59,37.67
310,5.4,49.1,8.1,77.81,95.0,0.45,51.54,8.47,6.66,9.96,1.31,1.13,0.95,0.28,3.14,35.34,0.59,0.11,11.18,46.52
311,48.3,19.7,1.4,2.47,99.0,0.03,8.66,4.23,4.83,7.88,1.93,1.76,1.39,1.97,1.49,0.35,0.32,0.15,3.16,3.51
312,47.2,97.6,4.9,0.0,0.0,0.0,10.02,6.88,6.81,4.7,0.6,0.29,0.98,3.76,2.88,0,0.0,nan,0,0
313,2.7,92.6,3.9,96.46,95.0,0.42,31.29,22.62,17.4,3.82,6.53,4.4,1.2,1.93,2.02,9.53,1.32,0.16,20.41,29.94
314,45.2,62.0,8.3,0.0,0.0,0.0,13.07,10.2,6.66,6.81,0.52,1.13,1.31,2.03,3.14,0,0.0,nan,0,0
315,8.0,78.6,2.3,91.79,95.0,0.23,32.48,23.46,19.54,4.03,4.94,3.79,1.2,2.23,1.46,8.84,0.79,0.16,22.18,31.02
316,20.2,84.6,8.3,69.56,95.0,0.78,28.57,8.68,6.66,7.43,3.48,1.13,1.03,1.81,3.14,14.23,1.34,0.13,10.45,24.68
317,9.1,21.8,4.1,37.43,95.0,0.09,55.99,55.89,21.94,0.46,0.38,14.51,2.23,2.03,4.04,8.22,0.61,0.11,47.66,55.88
318,25.9,38.4,1.3,98.96,95.0,0.09,53.13,22.35,13.48,0.43,9.96,4.85,2.69,2.58,1.4,30.72,0.14,0.14,17.91,48.63
319,12.4,72.5,9.0,63.96,95.0,0.6,36.75,8.85,6.66,8.52,2.23,1.13,0.85,0.59,3.14,20.19,0.94,0.12,11.39,31.57
320,2.1,56.2,7.6,84.8,95.0,0.49,47.21,8.05,6.66,7.88,0.85,1.13,1.14,0.39,3.14,32.32,0.66,0.11,11.53,43.85
321,1.9,83.8,1.3,72.58,95.0,0.1,32.37,25.85,23.21,3.54,3.44,2.94,1.2,1.52,1.05,5.46,0.56,0.17,25.41,30.87
322,30.0,55.0,6.3,80.5,95.0,0.72,27.52,8.31,8.13,11.17,0.98,1.88,1.43,5.29,0.1,14.62,1.15,0.14,8.76,23.38
323,15.3,42.0,5.9,99.7,95.0,0.39,57.68,27.92,6.46,0.44,29.25,1.81,2.23,0.82,17.56,37.96,0.51,0.13,11.24,49.19
324,21.3,65.9,4.5,98.12,95.0,0.51,31.0,12.8,8.04,6.43,11.86,2.5,1.45,6.1,4.51,18.0,0.82,0.15,11.08,29.08
325,21.9,2.3,6.2,45.22,95.0,0.16,58.18,58.09,8.13,0.45,0.37,2.0,2.06,2.23,0.15,48.58,0.19,0.09,9.49,58.06
326,24.5,23.5,7.7,74.64,95.0,0.32,59.56,9.6,6.66,0.44,2.44,1.13,2.21,0.24,3.14,49.71,0.38,0.12,9.76,59.47
327,39.0,45.8,1.9,0.0,0.0,0.0,18.71,6.19,5.83,9.7,3.63,1.69,1.21,2.64,1.83,0,0.0,nan,0,0
328,23.7,10.7,1.4,0.0,0.0,0.0,53.34,53.28,53.18,0.46,0.38,34.98,2.17,2.0,0.0,0,0.0,nan,0,0
329,21.5,9.2,4.5,40.86,95.0,0.11,56.42,56.33,8.22,0.45,0.37,2.55,2.18,2.12,4.03,40.03,0.15,0.09,16.28,56.32
330,25.5,4.1,6.4,53.48,95.0,0.19,58.33,58.25,8.24,0.44,0.36,2.03,2.5,2.5,0.09,48.83,0.23,0.09,9.42,58.25
331,4.1,73.3,7.8,81.35,95.0,0.59,38.78,8.23,6.66,6.64,1.05,1.13,1.13,0.32,3.14,24.72,0.85,0.12,11.1,35.83
332,25.6,5.4,5.1,57.29,95.0,0.17,57.04,56.93,7.28,0.45,0.36,0.74,2.13,2.8,4.37,47.43,0.2,0.1,9.52,56.95
333,18.9,95.1,1.4,75.01,95.0,0.17,23.26,16.04,13.4,3.72,3.73,2.71,1.1,1.61,1.1,6.12,0.59,0.17,15.52,21.63
334,42.9,99.6,7.3,0.0,0.0,0.0,13.29,9.28,6.66,5.55,0.55,1.13,1.13,2.36,3.14,0,0.0,nan,0,0
335,40.7,19.4,9.8,0.0,0.0,0.0,61.67,11.73,6.66,0.41,0.53,1.13,3.21,2.56,3.14,0,0.0,nan,0,0
336,24.6,95.7,9.2,54.88,95.0,0.82,25.18,11.12,6.66,7.5,4.06,1.13,0.83,0.17,3.14,8.91,1.87,0.14,11.3,20.21
337,8.3,78.8,9.3,60.49,95.0,0.59,36.69,9.03,6.66,7.77,2.56,1.13,0.88,0.61,3.14,19.8,0.94,0.12,12.05,31.85
338,3.3,35.1,7.6,84.45,95.0,0.36,59.44,8.03,6.66,0.45,0.84,1.13,2.68,0.4,3.14,48.05,0.44,0.11,11.31,59.36
339,7.9,89.7,2.8,92.23,95.0,0.31,29.53,21.05,17.53,3.79,5.11,3.53,1.27,2.39,1.29,8.4,1.03,0.16,19.81,28.21
340,40.8,14.4,5.1,21.15,95.0,0.32,56.94,7.07,7.01,0.41,0.85,0.29,2.74,6.58,2.85,2.13,1.67,0.14,8.88,11.0
341,46.0,20.8,2.7,0.0,0.0,0.0,11.09,5.26,5.41,10.11,1.52,1.12,1.27,2.33,1.8,0,0.0,nan,0,0
342,25.3,31.9,0.5,99.09,95.0,0.03,52.37,37.59,18.48,0.45,12.37,6.87,2.7,1.4,1.22,27.59,0.06,0.14,24.74,52.34
343,9.1,16.1,9.4,29.33,95.0,0.15,61.28,61.19,6.66,0.45,0.39,1.13,2.24,2.37,3.14,47.53,0.19,0.09,13.62,61.15
344,34.0,89.5,1.8,26.52,95.0,0.12,15.81,8.09,6.73,4.51,4.05,1.69,1.14,1.52,1.44,3.09,0.5,0.16,9.68,12.77
