idx,Bstart [%],Bend [%],Vload [CV],Yield [%],Purity [%],Prod [g/(l*CV)],tretA [CV],tretBC [CV],tretD [CV],peakwidthA [CV],peakwidthBC [CV],peakwidthD [CV],assymetryA [-],assymetryBC [-],assymetryD [-],poolVolume [CV],poolConcBC [g/l],poolConcSalt [M],cut1 [CV],cut2 [CV]
964,14.9,99.4,2.2,85.2,95.0,0.27,24.4,17.02,14.23,3.62,4.23,2.78,1.25,1.83,0.97,6.97,0.91,0.17,16.08,23.05
965,28.5,15.7,8.6,54.21,97.0,0.39,60.54,10.57,6.66,0.44,0.6,1.13,2.61,2.85,3.14,29.46,0.53,0.11,10.81,40.27
966,43.5,26.7,7.5,0.0,0.0,0.0,13.8,9.46,6.66,10.47,0.53,1.13,1.39,2.32,3.14,0,0.0,nan,0,0
967,41.1,28.3,3.4,0.0,0.0,0.0,17.41,5.94,5.94,43.66,1.95,0.89,6.72,4.18,1.97,0,0.0,nan,0,0
968,24.3,89.1,1.7,78.43,95.0,0.22,21.77,13.45,10.66,4.13,4.28,2.5,1.23,1.7,1.17,7.37,0.6,0.16,12.75,20.12
969,34.1,59.8,4.6,60.98,95.0,0.53,21.21,7.54,6.79,8.36,4.05,0.54,1.35,3.57,2.54,8.88,1.04,0.15,8.5,17.38
970,29.0,88.3,2.2,71.27,95.0,0.29,19.33,10.42,8.05,4.46,4.66,1.87,1.23,1.83,1.39,7.31,0.7,0.16,10.12,17.43
971,44.2,36.0,7.8,0.0,0.0,0.0,13.43,9.74,6.66,8.97,0.52,1.13,1.4,2.4,3.14,0,0.0,nan,0,0
972,43.2,18.2,8.7,0.0,0.0,0.0,60.51,10.59,6.66,50.28,0.52,1.13,0.01,2.08,3.14,0,0.0,nan,0,0
973,49.7,29.8,0.3,10.37,99.0,0.04,7.39,3.49,4.47,6.03,2.22,2.18,1.42,1.61,1.45,0.8,0.15,0.16,2.07,2.87
974,5.6,97.4,0.2,21.03,95.0,0.01,27.1,22.57,20.44,3.23,2.8,2.84,1.2,0.99,1.08,1.5,0.09,0.12,23.45,24.94
975,45.6,15.1,7.4,0.0,0.0,0.0,9.41,9.31,6.66,50.04,0.51,1.13,300.74,2.21,3.14,0,0.0,nan,0,0
976,4.9,16.9,6.9,45.48,95.0,0.18,58.78,58.69,6.66,0.45,0.39,1.1,2.2,2.16,3.05,43.69,0.24,0.08,14.99,58.68
977,4.5,34.0,9.2,63.68,95.0,0.32,61.08,9.03,6.66,0.45,2.44,1.13,1.97,0.53,3.14,47.22,0.41,0.11,12.59,59.81
978,35.8,88.2,9.8,0.0,0.0,0.0,19.13,11.74,6.66,8.94,0.6,1.13,0.94,2.55,3.14,0,0.0,nan,0,0
979,1.6,23.5,7.9,53.76,95.0,0.24,59.85,59.77,6.66,0.45,0.38,1.13,2.15,1.97,3.14,43.26,0.33,0.09,16.5,59.76
980,34.5,3.8,5.1,58.2,98.0,0.17,57.03,7.17,7.1,0.43,49.96,0.34,2.41,370.88,2.73,47.81,0.21,0.11,8.64,56.44
981,11.6,43.0,1.1,99.84,97.0,0.07,52.97,38.19,28.3,0.44,6.47,5.9,2.13,1.91,1.36,16.93,0.22,0.15,33.5,50.43
982,1.0,99.1,3.2,91.84,95.0,0.34,29.93,22.26,19.16,3.48,4.95,3.2,1.13,2.39,1.1,7.53,1.31,0.16,21.09,28.62
983,43.9,12.0,4.9,0.0,0.0,0.0,56.8,6.93,6.87,0.4,0.67,0.3,2.65,4.75,2.96,0,0.0,nan,0,0
984,6.8,42.8,1.9,99.69,95.0,0.12,53.72,39.31,30.29,0.44,7.43,6.06,1.91,2.53,1.54,17.32,0.36,0.16,35.69,53.01
985,34.3,14.8,7.4,60.05,97.0,0.78,59.31,9.34,6.66,0.43,0.57,1.13,2.24,2.59,3.14,9.23,1.6,0.14,9.58,18.82
986,25.0,11.2,3.6,53.02,95.0,0.11,55.53,55.45,8.67,0.46,0.37,3.06,2.66,2.3,2.95,40.44,0.16,0.1,15.02,55.46
987,24.8,91.9,3.6,91.14,95.0,0.53,21.71,11.36,8.14,4.49,6.28,2.02,1.37,2.86,2.25,10.04,1.07,0.16,10.17,20.21
988,10.8,96.8,8.8,65.51,95.0,0.7,31.02,9.03,6.66,6.29,2.09,1.13,0.93,0.32,3.14,16.07,1.19,0.12,11.34,27.4
989,36.6,27.3,1.9,43.11,95.0,0.09,53.71,7.68,6.42,0.42,5.68,1.88,2.47,2.4,1.84,18.97,0.14,0.14,9.91,28.89
990,13.2,6.9,0.5,0.0,0.0,0.0,52.5,52.48,52.5,0.48,0.41,0.36,2.29,1.8,1.72,0,0.0,nan,0,0
991,25.4,40.8,5.6,91.75,95.0,0.43,57.41,9.02,7.53,17.86,6.8,0.47,0.02,5.92,2.59,30.48,0.56,0.14,8.85,39.34
992,18.1,1.1,6.9,28.51,95.0,0.11,58.84,58.76,6.66,0.45,0.37,1.11,2.3,2.53,3.1,47.86,0.14,0.08,10.86,58.72
993,32.7,54.4,5.5,70.74,95.0,0.64,24.15,7.58,7.42,10.44,2.41,0.32,1.56,14.51,2.31,11.58,1.12,0.15,8.59,20.17
994,34.5,98.2,8.8,38.75,95.0,0.8,18.76,10.68,6.66,7.17,0.62,1.13,0.95,2.9,3.14,2.95,3.8,0.15,11.01,13.97
995,35.9,39.9,3.3,48.81,95.0,0.27,25.83,6.88,6.21,13.93,4.58,1.08,1.49,3.92,2.4,10.67,0.49,0.15,8.75,19.42
996,21.0,97.3,3.9,95.24,95.0,0.57,23.05,12.92,8.9,4.24,6.93,2.66,1.3,2.77,2.5,10.38,1.19,0.16,11.24,21.62
997,19.3,41.0,1.5,99.9,95.0,0.1,53.32,30.31,19.36,0.44,9.37,6.03,2.64,2.71,1.39,25.45,0.2,0.15,24.95,50.4
998,49.9,0.5,6.1,0.0,0.0,0.0,62.0,8.06,7.87,0.91,0.49,0.23,0.04,2.36,2.46,0,0.0,nan,0,0
999,46.3,25.5,6.1,0.0,0.0,0.0,11.64,8.09,7.92,8.26,0.52,1.53,1.29,2.67,0.11,0,0.0,nan,0,0
